,OBJECTID,Reg_Code,Reg_Name,Pro_Code,Pro_Name,Mun_Code,Mun_Name,Shape_Leng,Shape_Area,area,population,N_data,N_data_1,Wind_Speed,wind_10-31_3,wind_10-31_6,wind_10-31_9,wind_10-31_12,wind_10-31_15,wind_10-31_18,wind_10-31_21,wind_11-01_0,wind_11-01_3,wind_11-01_6,wind_11-01_9,wind_11-01_12,wind_11-01_15,wind_11-01_18,wind_11-01_21,wind_11-02_0,Max_Wind_Speed
10,11,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012811000,BANNA (ESPIRITU),0.41261673026999995,0.00777340949,95.7761783263,15242.855746399999,3,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
11,12,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012812000,LAOAG CITY (Capital),0.49867723858,0.00939939011,115.809885545,18431.2363493,3,,55.560515425410394,55.560515425410394,53.9643286899224,55.506295206675,50.1796081973119,46.675192449282996,42.9641660418637,43.11385723140221,45.2182059548042,48.68719639718721,53.5181735535775,55.619411960583896,54.3166975039141,57.0077745279509,58.292618819537,60.201331906234294,51.00822828889339,60.201331906234294
12,13,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012813000,MARCOS,0.43342119595,0.0067751146400000005,83.4761874794,13285.302318799999,3,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
13,14,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012814000,NUEVA ERA,1.48542613975,0.05191573017,639.653711425,101801.402199,2,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
14,15,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012815000,PAGUDPUD,0.79373552172,0.0165323272,203.694803431,32418.1916552,6,,15.689561698307099,15.689561698307099,14.3298141213655,15.918865043740402,16.397196359407598,13.381314547550199,10.7196372683413,10.240014922747001,10.7681635798215,14.5870126826209,15.4637384806834,15.378402873916901,18.1290875846004,16.625657214086,17.4912718700136,19.679556845508397,16.2310249994636,19.679556845508397
15,16,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012816000,PAOAY,0.53435319651,0.00566672169,69.8196779425,11111.8578516,1,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
16,17,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012817000,PASUQUIN,0.6525812535000001,0.015103856740000001,186.094618894,29617.1081426,3,,55.560515425410394,55.560515425410394,53.9643286899224,55.506295206675,50.1796081973119,46.675192449282996,42.9641660418637,43.11385723140221,45.2182059548042,48.68719639718721,53.5181735535775,55.619411960583896,54.3166975039141,57.0077745279509,58.292618819537,60.201331906234294,51.00822828889339,60.201331906234294
17,18,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012818000,PIDDIG,0.55224139024,0.0105537027,130.032170967,20694.7245033,3,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,16.2310249994636,36.9486169126272
18,19,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012819000,PINILI,0.41969675938,0.005425180179999999,66.8436449978,10638.219817000001,1,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
19,20,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012820000,SAN NICOLAS,0.27179252923,0.0035812613200000005,44.1247207237,7022.4847618,1,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
20,21,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012821000,SARRAT,0.30593295814,0.004857863970000001,59.853741974399995,9525.77113369,3,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
21,22,PH010000000,REGION I (ILOCOS REGION),PH012800000,ILOCOS NORTE,PH012822000,SOLSONA,0.43762958333999996,0.007711324609999999,95.0112305198,15121.113688299998,3,,31.5571660465163,31.5571660465163,32.905253216340796,36.9486169126272,29.564164077826,17.5591021934287,18.3337540600535,20.252296663514198,17.3387877008379,35.1924906112929,33.9627689575808,34.4167313533768,30.790660012670998,23.8237328850118,25.0627883303927,20.673842122074,14.6568843523034,36.9486169126272
