"disaster_type","disaster_name","pcode","Completely.damaged..abs..","Partly.damaged..abs..","Total.damaged.houses..abs..","total_damage_houses_0p25weight","Partly.damaged..rel..","Completely.damaged..rel..","Total.damaged.houses..rel..","total_damage_houses_0p25weight_perc","ratio_comp_part","Total...of.houses","Wind.speed","Distance.to.typhoon","rainfall","distance_first_impact","Slope","Elevation","ruggedness_stdev","Ruggedness","slope_stdev","Population","land_area","Population.density","Poverty.incidence","X..strong.roof.type","X..strong.wall.type","X..skilled.Agriculture.Forestry.Fishermen","Region","prov","Experience","Prop.Completely.Damaged","Prop.Damaged","td.residual"
"Typhoon","Kalmaegi","PH021524000",1,16,17,5,1.540683678,0.09629273,1.636976408,0.481463649,0.431495168,1038.5,62.83228718,62.09566472,124.8,152.144389,17.37406897,274.8571843,41.8108161,85.7944718,9.015033062,4154,98.7186,42.0795,0.1748,0.691836735,0.717346939,0.103755417,"north luzon","0",3.216216216,0.0588235294836332,0.01636976408,-0.105383519899172
"Typhoon","Haiyan","PH082610000",1655,337,1992,1739.25,15.72378397,77.21917648,92.94296046,81.15012248,4.677121913,2143.25,112.7072508,50.55231684,296.0012054,72.68040824,5.594387701,95.91010101,19.68050494,28.35114614,4.343749728,8559,61.3416,139.5317,0.5266,0.94,0.263157895,0.154554998,"central","0",1.545454545,0.830823293101718,0.9294296046,0.545546360361193
"Typhoon","Bopha","PH160206000",3,10,13,5.5,0.214373761,0.064312128,0.278685889,0.117905568,0.876428792,4664.749997,50,148.2767293,327,224.6013872,13.21990276,441.5162656,38.06000267,65.13466217,8.115822864,18653,178.6644,104.4027,0.4003,0.645698657,0.4082546,0.115011523,"minandao","0",1,0.230769229941169,0.00278685889,-0.0401683592397044
"Typhoon","Koppu","PH036907000",3,40,43,13,0.249933611,0.018745021,0.268678632,0.081228424,0.815039304,16004.25001,63.72057918,79.21866202,322.4,127.1116215,0.525435959,21.43455384,1.689606215,3.934073015,0.309251405,64017,132.5741,482.8779,0.0643,0.945542412,0.844220382,0.264997585,"north luzon","0",1.64,0.0697674424663589,0.00268678632,-0.0388342582911797
"Typhoon","Sarika","PH021522000",12,940,952,247,15.32129905,0.195591052,15.5168901,4.025915814,0.073253425,6135.250001,40,275.7603504,126.24,299.2943454,6.734285507,60.99196423,30.14034641,35.20324442,6.454091782,24541,158.7094,154.6283,0.1723,0.779048981,0.813728995,0.103011287,"north luzon","0",3.216216216,0.0126050420373861,0.155168901,0.137516769133689
"Typhoon","Haima","PH025706000",1,110,111,28.5,1.873616079,0.017032873,1.890648952,0.485436893,0.353920929,5871.000001,50,182.9625322,397.2,182.8207799,17.7861123,754.4225651,45.35073504,88.47906855,9.355994842,23484,1376.556,17.06,0.262,0.948251176,0.398078103,0.191619826,"north luzon","0",3,0.00900900877552228,0.01890648952,-0.000332652062949433
"Typhoon","Haima","PH012817000",17,236,253,76,3.25741891,0.234644582,3.492063492,1.04899931,0.289998379,7245,112.4852827,11.31713303,194.4,180.0385715,6.15634358,193.9217104,25.49462402,30.67021958,5.540012438,28980,201.3574,143.9251,0.1275,0.936655799,0.851731098,0.128329883,"north luzon","0",3.262295082,0.0671936757557672,0.03492063492,-0.148754523201826
"Typhoon","Hagupit","PH086407000",1,4,5,2,0.018700327,0.004675082,0.023375409,0.009350164,0.986232217,21390.00006,40,189.9107561,116.64,200.4830963,8.887120613,243.0446534,27.659961,46.94290916,6.171026322,85572,250.8088,341.187,0.2938,0.912205914,0.606356572,0.072417017,"central","0",1,0.200000008556,0.00023375409,-0.0193274419870769
"Typhoon","Nock-Ten","PH175201000",466,2399,2865,1065.75,25.78530163,5.008733038,30.79403466,11.45505844,0.224329489,9303.750001,70.70282286,45.68270276,215.1272727,363.6029161,19.07572993,866.5686737,62.01688543,95.14860018,12.37117059,37225,146.9011,253.4022,0.2276,0.713385063,0.610208535,0.111514174,"metro luzon","0",2.304347826,0.162652705087265,0.3079403466,0.285904524698756
"Typhoon","Rammasun","PH045630000",213,4735,4948,1396.75,25.24559135,1.135651733,26.38124309,7.447049571,0.081371828,18755.75,133.8648236,5.362413963,259.2,284.1113513,5.684057679,86.45405586,30.87658418,30.37625871,6.362918334,75035,203.9004,368.0055,0.1209,0.9269617,0.688091068,0.046878957,"metro luzon","0",1.72,0.0430476960136301,0.2638124309,-0.0667416240185328
"Typhoon","Haiyan","PH060416000",1043,5043,6086,2303.75,63.16778355,13.06444542,76.23222897,28.85639131,0.219182347,7983.5,158.4986603,28.58280855,304,307.138468,0.971486653,8.512508935,3.133574981,6.383911958,0.641745985,31931,28.4643,1121.7789,0.0908,0.755864703,0.701445717,0.036168347,"central","0",1,0.17137693068297,0.7623222897,0.263687784915298
"Typhoon","Rammasun","PH043415000",315,1510,1825,692.5,23.90564395,4.986938969,28.89258292,10.96334996,0.240384829,6316.5,102.5666944,23.73709246,313.2,322.295372,2.227954845,57.24207566,12.35887395,12.60887364,2.571646004,25256,37.8101,667.968,0.1952,0.943324061,0.678658325,0.057231062,"metro luzon","0",1,0.172602739699951,0.2889258292,0.175211879317658
"Typhoon","Sarika","PH012818000",1,7,8,2.75,0.130250733,0.018607248,0.14885798,0.051169931,0.901222373,5374.250007,40,224.5780045,173.6,271.2846056,7.077357736,172.303911,33.211905,35.94100182,7.158092277,21497,141.0848,152.3696,0.1397,0.967735306,0.86621455,0.193189747,"north luzon","0",3.262295082,0.125000003358906,0.0014885798,-0.00758063621290756
"Typhoon","Haima","PH012925000",3,763,766,193.75,12.01480198,0.047240375,12.06204236,3.050940871,0.080465333,6350.499999,70,122.3078863,313.8,190.0932527,2.640971632,27.02739985,14.63649041,14.38533721,3.046520275,25402,50.3763,504.2407,0.1934,0.903192407,0.819499569,0.122864341,"north luzon","0",2.068965517,0.0039164491045611,0.1206204236,0.0649884174865311
"Typhoon","Bopha","PH101319000",26,158,184,65.5,2.284887925,0.375994215,2.66088214,0.947216197,0.418886199,6915.000001,127.6647287,2.304591041,415.8251536,195.0152665,7.610951678,776.9385574,36.38843863,40.15351612,7.268588837,27660,207.5037,133.2988,0.451,0.963397043,0.495852867,0.058387563,"minandao","0",1,0.141304347662689,0.0266088214,-0.0992748927266489
"Typhoon","Melor","PH175906000",408,1546,1954,794.5,60.138092,15.87085481,76.00894681,30.90537781,0.275946701,2570.75,108.0516243,17.3041381,339.6,341.7647317,7.553157442,60.05417515,27.50045968,36.30570127,6.230490101,10278,23.9977,428.2917,0.4742,0.321443048,0.462910418,0.181756297,"central","0",2.034482759,0.208802456501239,0.7600894681,0.404207702895407
"Typhoon","Haiyan","PH087802000",1261,2226,3487,1817.5,52.74256605,29.87797654,82.62054259,43.06361805,0.574553446,4220.5,114.0170857,48.47853582,541.2642996,86.38104532,9.785658394,250.7047761,42.8725834,49.01914432,8.775216404,16879,75.1853,224.4985,0.3265,0.91503268,0.488888889,0.093116929,"central","0",1.25,0.361628907332016,0.8262054259,0.489936052166924
"Typhoon","Koppu","PH025003000",22,3,25,22.75,0.033801865,0.247880341,0.281682206,0.256330808,1.207078826,8875.250004,72.68434261,55.4836466,383.6,79.9746785,4.736432452,279.528169,24.20914824,24.14653604,5.349930385,35501,169.1332,209.9,0.0981,0.955763311,0.802873105,0.092983296,"north luzon","0",3.541666667,0.879999999005972,0.00281682206,-0.0480605755792172
"Typhoon","Haima","PH035408000",1,1,2,1.25,0.002486974,0.002486974,0.004973949,0.003108718,1,40209.49953,40,346.5001441,174.8,350.9482531,0.726416369,8.628164557,3.62342822,5.446274616,0.546106381,160838,188.8656,851.5996,0.0537,0.957186725,0.898488248,0.045940636,"metro luzon","0",1.75,0.499999899476251,4.973949e-05,-0.00531403863777978
"Typhoon","Koppu","PH023129000",2,107,109,28.75,1.72157194,0.032178915,1.753750855,0.4625719,0.379258362,6215.249999,60,75.7157521,352,78.92696214,0.585106994,76.85606944,2.460738266,4.165193287,0.498840119,24861,74.5252,333.5923,0.1463,0.965000902,0.78845807,0.249313595,"north luzon","0",1.716981132,0.0183486239839923,0.01753750855,-0.020172370360592
"Typhoon","Haima","PH015545000",1,1,2,1.25,0.007972892,0.007972892,0.015945784,0.009966115,1,12542.50026,40,259.4162232,302.4,280.9686116,0.92621448,14.11627427,2.884963049,6.200724416,0.582601683,50170,45.9955,1090.7574,0.156,0.90343636,0.695814936,0.058321706,"north luzon","0",2.568181818,0.5,0.00015945784,-0.0109022354897815
"Typhoon","Koppu","PH143206000",1,402,403,101.5,18.41291652,0.045803275,18.4587198,4.649032406,0.053871518,2183.25,45.05470947,92.5698658,297.6,157.303753,21.28353341,799.7729643,52.24476413,106.7854911,10.24539533,8731,71.7506,121.6866,0.2614,0.993634259,0.40162037,0.129737776,"north luzon","0",4.28,0.0024813895815245,0.184587198,0.164753084151554
"Typhoon","Koppu","PH012924000",9,27,36,15.75,0.27089395,0.090297983,0.361191933,0.158021471,0.857898476,9967.00001,81.39407232,34.03060258,414.24,174.7932335,6.916204389,93.19213657,32.32379967,34.88686747,6.885395473,39868,104.8081,380.3925,0.1878,0.957066998,0.757315558,0.102538377,"north luzon","0",2.068965517,0.249999999307847,0.00361191933,-0.0984497642108625
"Typhoon","Koppu","PH015537000",1,2,3,1.5,0.024282896,0.012141448,0.036424344,0.018212172,0.988146392,8236.24991,97.57975083,18.55720677,472.4,97.54311658,8.223373887,275.8835556,56.35469955,41.51231699,11.38599492,32945,98.2603,335.2781,0.1316,0.909386327,0.777805549,0.073759296,"north luzon","0",2.568181818,0.333333333333333,0.00036424344,-0.15857131369418
"Typhoon","Koppu","PH036908000",38,139,177,72.75,1.724993795,0.471581037,2.196574832,0.902829486,0.540030968,8058.000002,61.83048569,73.84722358,296.88,161.4392253,11.19304542,394.377767,39.22189799,54.4046574,8.551280718,32232,273.6413,117.7891,0.1262,0.920064378,0.763948498,0.150626706,"north luzon","0",1.64,0.214689265364395,0.02196574832,-0.0127418021726525
"Typhoon","Haima","PH012921000",21,183,204,66.75,5.737576423,0.658410409,6.395986832,2.092804515,0.246143465,3189.5,80,77.29370071,256.8,191.3830529,0.611354916,5.660952381,2.202709159,4.156480055,0.427377305,12758,15.0152,849.6555,0.1382,0.976095618,0.921405288,0.066703245,"north luzon","0",2.068965517,0.102941176442997,0.06395986832,0.0064334181508593
"Typhoon","Utor","PH037706000",101,1706,1807,527.5,22.94861447,1.358622545,24.30723702,7.095776164,0.098486806,7434,126.2785258,21.91064444,514.1447397,29.91257105,16.11086805,433.9241443,49.36866718,81.88066842,10.19171179,29736,464.1972,64.0594,0.145,0.875854214,0.62215262,0.106234867,"north luzon","0",3,0.0558937465365613,0.2430723702,-0.216224696790072
"Typhoon","Haima","PH142709000",3,101,104,28.25,4.378454536,0.130053105,4.508507641,1.224666739,0.210107401,2306.75,70,122.3827256,330,143.8722332,17.04309207,948.2906841,39.79089004,87.08395066,8.627549395,9225,65.7835,140.2324,0.299,0.994129159,0.40704501,0.137856291,"north luzon","0",2.555555556,0.0288461538397557,0.04508507641,0.0185780422180376
"Typhoon","Rammasun","PH084814000",434,6340,6774,2019,73.96605028,5.063291139,79.02934142,23.55480371,0.080880493,8571.5,74.75436214,41.80668073,307.2,122.8841636,7.543660915,87.13017585,29.42574808,37.9993466,6.416191976,34290,218.8649,156.6718,0.5171,0.565217391,0.491449275,0.137344689,"central","0",2.333333333,0.0640684971938616,0.7902934142,0.591576152860503
"Typhoon","Bopha","PH153603000",5,16,21,9,0.219328307,0.068540096,0.287868403,0.123372173,0.87633502,7295,70,72.06828854,218,265.5243558,9.392391045,975.4673729,29.70399064,47.19019686,6.224319143,29185,47.9301,608.926,0.6355,0.993939394,0.54520202,0.109938314,"minandao","0",1,0.238095238260658,0.00287868403,-0.0019648280034278
"Typhoon","Rammasun","PH056212000",128,1721,1849,558.25,16.74898421,1.245711783,17.99469599,5.432957836,0.126526214,10275.25,63.48733503,63.83221199,307.6,63.77893924,10.70954129,132.2541719,31.61457428,53.16117507,6.988012395,41101,167.3653,245.5686,0.4521,0.257098359,0.495147957,0.102187295,"central","0",2.8,0.0692266089792384,0.1799469599,-0.0720982608209962
"Typhoon","Haima","PH141101000",1,15,16,4.75,0.305064063,0.020337604,0.325401668,0.09660362,0.781829515,4916.999995,55.89582159,166.2213611,279.84,195.3157432,23.86892878,1485.29262,47.42892592,121.9711193,9.570108454,19667,204.1845,96.3198,0.1663,0.995383195,0.397968606,0.210036608,"north luzon","0",2.944444444,0.0624999992317187,0.00325401668,-0.000435678445237661
"Typhoon","Sarika","PH021507000",8,872,880,226,10.16939269,0.093297181,10.26268987,2.635645354,0.097883315,8574.750004,40,263.8023378,226.8,276.4552197,1.46374492,13.96201385,7.470146432,8.678265636,1.591953594,34299,149.1164,230.015,0.1791,0.808227769,0.688197667,0.067290592,"north luzon","0",3.216216216,0.00909090912634194,0.1026268987,0.0882341403004022
"Typhoon","Haima","PH142711000",1,8,9,3,0.209684818,0.026210602,0.23589542,0.078631807,0.84832891,3815.249995,60,143.5391122,296.1,161.4008417,20.81600598,1079.82837,46.15137808,105.4520735,9.66182543,15266,235.9396,64.703,0.5529,0.926829268,0.198303287,0.194351615,"north luzon","0",2.555555556,0.111111110169074,0.0023589542,-0.0202920374269905
"Typhoon","Koppu","PH025702000",24,402,426,124.5,5.257994899,0.313910143,5.571905042,1.628408868,0.209957049,7645.5,83.07060077,41.19008154,338.8,51.35708069,10.10045345,296.7724205,28.26000881,48.68038929,6.516116225,30582,218.5476,139.9333,0.1519,0.963353855,0.655672823,0.10319796,"north luzon","0",3,0.0563380281310975,0.05571905042,-0.0729644215565553
"Typhoon","Haima","PH013304000",28,313,341,106.25,9.304399524,0.832342449,10.13674197,3.158442331,0.177821371,3364.000001,50,174.596169,249.6,214.8407979,17.22309492,446.451693,42.74484335,85.10882321,8.847118985,13456,103.2921,130.2713,0.1621,0.996291301,0.495616993,0.185344828,"north luzon","0",3.210526316,0.0821114369353924,0.1013674197,0.0683033072703509
"Typhoon","Haiyan","PH054103000",66,681,747,236.25,7.145105445,0.69247718,7.837582625,2.478753541,0.207790702,9531,83.83385298,79.9329247,593.6049664,230.0373366,4.244057191,40.70758411,22.72365148,21.62910336,4.78979195,38124,250.1723,152.3905,0.4668,0.597985465,0.399336988,0.152135138,"central","0",1.866666667,0.0883534136904873,0.07837582625,-0.104276133377415
"Typhoon","Nock-Ten","PH045625000",1,207,208,52.75,2.937420179,0.014190436,2.951610614,0.74854548,0.257577396,7047.000001,100,22.60116468,225.6,233.1807252,4.711686155,48.68997744,19.61682161,25.97627299,4.211396568,28194,121.8925,231.3451,0.3003,0.626752238,0.38946124,0.119660849,"metro luzon","0",1.72,0.00480769242822624,0.02951610614,-0.245814802341076
"Typhoon","Bopha","PH101322000",54,37,91,63.25,0.435332529,0.635350178,1.070682707,0.74418331,1.139352829,8499.250002,130,1.67311773,431.7173823,146.2838326,11.37862005,580.0169556,45.34695708,58.37389289,9.394641547,33994,380.3781,89.3689,0.593,0.929469577,0.313918196,0.172868194,"minandao","0",1,0.593406593611865,0.01070682707,-0.302792472572185
"Typhoon","Haima","PH141106000",4,185,189,50.25,1.237044467,0.026746907,1.263791374,0.336008024,0.458974742,14955,50,194.3640233,300.5333333,215.5523866,21.5571861,936.8886322,43.27822327,109.8615313,9.13829162,59821,499.4621,119.7707,0.0476,0.97922974,0.562095184,0.030742227,"north luzon","0",2.944444444,0.0211640208583984,0.01263791374,0.0016119199155967
"Typhoon","Haima","PH015531000",1,1,2,1.25,0.006341054,0.006341054,0.012682107,0.007926317,1,15770.25016,40,242.8841507,295.2,257.1507207,1.090501107,38.59700461,7.818126061,6.822887171,1.666669011,63081,82.7939,761.9074,0.1173,0.972084929,0.827079708,0.051853966,"north luzon","0",2.568181818,0.500000039425625,0.00012682107,-0.00813789824970374
"Typhoon","Hagupit","PH072242000",22,59,81,36.75,0.427691192,0.159478072,0.587169264,0.26640087,0.81213506,13795.00001,41.57802298,144.4851728,121.92,183.8586865,2.982664144,47.1140254,13.6109974,14.80063534,3.053017523,55170,111.123,496.4777,0.4934,0.781792855,0.469128726,0.168503081,"central","0",1.277777778,0.271604938776223,0.00587169264,-0.025748602581452
"Typhoon","Rammasun","PH030807000",1,2,3,1.5,0.006272739,0.003136369,0.009409108,0.004704554,0.996883182,31884.00006,81.35898694,34.04492665,220.1142857,426.608514,10.82172558,295.602678,39.00234782,54.35651194,7.989129726,127536,222.2835,573.7524,0.0257,0.952385611,0.911537584,0.032069376,"metro luzon","0",1.153846154,0.333333297906667,9.409108e-05,-0.0313350101846132
"Typhoon","Haima","PH015540000",1,1,2,1.25,0.026627613,0.026627613,0.053255226,0.033284516,1,3755.499977,40,245.7187612,292.8,261.5376753,0.571450494,25.8647925,2.282956203,4.09119912,0.405875054,15022,14.1599,1060.8886,0.1064,0.979616307,0.859796285,0.060577819,"north luzon","0",2.568181818,0.5,0.00053255226,-0.00692748987437821
"Typhoon","Bopha","PH101321000",301,1100,1401,576,2.279875436,0.623856824,2.90373226,1.193825683,0.495097102,48248.25,106.3482868,26.73359912,525.6152072,167.4512091,8.096189507,721.4401412,40.23381234,40.24681344,8.356943434,192995,824.6324,234.0374,0.3482,0.959217749,0.524176578,0.055245527,"minandao","0",1,0.214846538227323,0.0290373226,-0.0460789371893798
"Typhoon","Haima","PH023122000",455,2419,2874,1059.75,37.41686002,7.037896365,44.45475638,16.39211137,0.209228353,6465,84.17628552,57.31170465,426.8,70.95481376,2.664020403,128.2364758,13.28100989,14.66659641,2.813870812,25860,250.2509,103.3362,0.242,0.820783646,0.690054496,0.127803558,"north luzon","0",1.716981132,0.158315935978592,0.4445475638,0.315704199575253
"Typhoon","Koppu","PH013304000",15,287,302,86.75,8.531510107,0.445897741,8.977407848,2.578775268,0.151696607,3364,86.91386565,34.0894601,489.6,148.6881555,17.22309492,446.451693,42.74484335,85.10882321,8.847118985,13456,103.2921,130.2713,0.1621,0.996291301,0.495616993,0.185344828,"north luzon","0",3.210526316,0.0496688741950537,0.08977407848,-0.0595773480997072
"Typhoon","Rammasun","PH054108000",4,31,35,11.75,0.473427001,0.061087355,0.534514356,0.179444105,0.720149254,6547.999994,46.77111298,115.7118198,224.8,115.8479351,4.858997464,59.61633844,17.10576263,25.04184998,3.792277907,26192,97.3617,269.0135,0.4917,0.478091348,0.329929447,0.144318876,"central","0",1.866666667,0.114285714339167,0.00534514356,-0.0945631529149033
"Typhoon","Rammasun","PH043418000",13,313,326,91.25,4.988842843,0.207204335,5.196047179,1.454415046,0.201575558,6274,80,44.016082,292,319.7336007,6.608458278,359.7698003,26.3174631,33.05735981,5.733630687,25093,2.4563,10214.6515,0.0769,0.953514112,0.781013825,0.019923494,"metro luzon","0",1,0.039877300544426,0.05196047179,0.023680453772898
"Typhoon","Haima","PH140122000",1,40,41,11,1.621566839,0.040539171,1.66210601,0.445930881,0.396914988,2466.75,84.76320847,51.39804546,253.6,150.3220659,6.739923582,239.5129736,28.03104806,34.60272804,5.977319583,9872,78.1722,126.2868,0.2195,0.936949467,0.674084376,0.13104287,"north luzon","0",1.2,0.0243902439171133,0.0166210601,-0.0801645401800747
"Typhoon","Haiyan","PH063016000",1417,2818,4235,2121.5,24.86379177,12.50248153,37.3662733,18.71842947,0.522061175,11333.75,114.8368127,40.9582413,303.4142452,259.5433272,3.709685832,58.35768155,21.95938974,19.8014318,4.683024499,45343,116.6398,388.7431,0.2175,0.904968644,0.494934877,0.086511525,"central","0",1.228571429,0.33459268013222,0.373662733,0.127554003632784
"Typhoon","Melor","PH056209000",3440,3207,6647,4241.75,22.63951149,24.28435283,46.92386432,29.9442307,1.069580175,14165.5,127.8761712,2.847545287,192.8,127.4742007,10.24244314,224.2217807,43.4290832,50.81347122,9.026013399,56662,162.0409,349.6812,0.2845,0.538927412,0.696709083,0.071194098,"central","0",2.8,0.517526703776813,0.4692386432,-0.0218605053732366
"Typhoon","Rammasun","PH056209000",405,18,423,409.5,0.127069288,2.859058981,2.986128269,2.890826303,3.4239767,14165.5,70.95893322,51.00408983,306.8,51.23674597,10.24244314,224.2217807,43.4290832,50.81347122,9.026013399,56662,162.0409,349.6812,0.2845,0.538927412,0.696709083,0.071194098,"central","0",2.8,0.957446808524889,0.02986128269,-0.138287455707925
"Typhoon","Bopha","PH072246000",1,39,40,10.75,0.323745486,0.008301166,0.332046653,0.089237538,0.761703195,12046.49998,59.28649588,104.9548739,207.0215376,423.6739402,8.788548484,227.2329406,27.21204034,44.03844452,5.861569173,48192,127.0373,379.353,0.2568,0.936700939,0.444702727,0.102809945,"central","0",1.277777778,0.0249999990212219,0.00332046653,-0.0193434021654346
"Typhoon","Goni","PH021505000",15,908,923,242,5.532452893,0.091395147,5.62384804,1.47450837,0.167072793,16412.25,53.67349233,117.6744952,246.9818182,117.968907,1.81471124,32.2082825,12.19614427,9.72811207,2.702065209,65649,301.0126,218.0962,0.2185,0.874719711,0.702278481,0.107267437,"north luzon","0",3.216216216,0.0162513542951278,0.0562384804,0.0154759855874363
"Typhoon","Rammasun","PH051720000",578,2230,2808,1135.5,34.71627617,8.998209699,43.71448587,17.67727874,0.27993427,6423.5,121.5802867,23.09648919,348,127.6221608,0.63775956,9.140595463,2.078353708,4.233821854,0.435064216,25694,44.9681,571.3781,0.2783,0.640022569,0.618393831,0.057367479,"central","0",2.104477612,0.205840455856195,0.4371448587,0.0512192389453746
"Typhoon","Haima","PH037702000",1,81,82,21.25,1.332620409,0.016452104,1.349072513,0.349607206,0.435755471,6078.249998,58.58064226,152.1960692,467.4461538,157.8545147,13.28361311,329.296518,48.54926314,67.49803286,9.929348709,24313,489.3365,49.6862,0.1844,0.802251935,0.455489092,0.118948711,"north luzon","0",3,0.012195122086814,0.01349072513,-0.0642971689729297
"Typhoon","Melor","PH175905000",774,377,1151,868.25,37.35447114,76.69061184,99.99,86.02922963,2.025594658,1009.25,130.6098608,11.5050925,256.8,380.3188847,14.76237124,127.8465347,25.88915256,71.26996946,6.551036838,4036,23.7639,169.8383,0.2792,0.801337154,0.46800382,0.200148625,"central","0",2.034482759,0.766982816681668,0.9999,0.559126946800315
"Typhoon","Rammasun","PH045806000",1,9,10,3.25,0.073418444,0.008157605,0.081576049,0.026512216,0.939202797,12258.50004,82.81172462,41.22939762,300.8,351.0452926,12.38728232,93.78713893,40.91975158,60.50056273,8.975461597,49042,27.9636,1753.8158,0.0923,0.969429164,0.753900262,0.066525268,"metro luzon","0",1.181818182,0.10000000122585,0.00081576049,-0.0926038935910011
"Typhoon","Koppu","PH144408000",1,4,5,2,0.181838845,0.045459711,0.227298557,0.090919423,0.884604289,2199.749997,50,80.27504553,330.24,148.2106026,21.08507421,1404.539375,44.24044152,106.9743924,9.279617775,8795,202.1389,43.5096,0.4267,1,0.272108844,0.14024321,"north luzon","0",2.3,0.1999999982402,0.00227298557,-0.00151422173471236
"Typhoon","Sarika","PH012815000",5,106,111,31.5,1.783761043,0.084139672,1.867900715,0.530079933,0.389451413,5942.500001,40,268.5331257,126,308.636782,14.17014674,258.5435046,52.19052762,71.41821672,10.74516878,23770,220.6961,107.7043,0.1578,0.802100608,0.790860512,0.102187632,"north luzon","0",3.262295082,0.0450450451270372,0.01867900715,-0.000495082562248429
"Typhoon","Koppu","PH015523000",1609,830,2439,1816.5,13.40601656,25.98828993,39.39430648,29.33979406,1.873404061,6191.25,77.96282793,50.38555591,436.1142857,187.5190026,6.827588457,136.6365051,23.23458429,35.37902418,5.224391145,24765,291.4529,84.971,0.1303,0.835553279,0.588968579,0.116414294,"north luzon","0",2.568181818,0.659696597100749,0.3939430648,0.284153054549997
"Typhoon","Haima","PH025015000",1,1,2,1.25,0.050377834,0.050377834,0.100755668,0.062972292,1,1984.99999,49.90797032,213.328061,331.68,213.8177385,20.82362937,845.8499356,46.25259782,105.9908654,9.668328002,7940,538.5981,14.742,0.3346,0.835109366,0.458777342,0.155541562,"north luzon","0",3.541666667,0.5,0.00100755668,-0.0195489409544897
"Typhoon","Kalmaegi","PH013319000",1,1,2,1.25,0.023452158,0.023452158,0.046904315,0.029315197,1,4264.000018,50,128.6478308,136.4,202.7671035,11.03616487,171.6577287,41.22061312,54.89827499,8.544631351,17056,102.4621,166.4607,0.1137,0.965407131,0.754390633,0.195708255,"north luzon","0",3.210526316,0.50000001066,0.00046904315,-0.0325945103087549
"Typhoon","Sarika","PH141108000",1,67,68,17.75,1.384226021,0.02066009,1.404886111,0.366716595,0.428088646,4840.250001,80,51.99472898,210.6,132.2763189,19.58560525,940.8401289,56.13393899,100.6437845,10.83575375,19371,206.6741,93.7272,0.1767,0.99022413,0.465903672,0.18170549,"north luzon","0",2.944444444,0.0147058824471502,0.01404886111,-0.037280188393557
"Typhoon","Nock-Ten","PH052010000",1404,3272,4676,2222,60.52534221,25.97114317,86.49648539,41.10247873,0.438374533,5406,90.12928957,38.28194521,262.4,33.03647045,11.04692175,146.5221085,33.45300354,57.44987353,7.312264567,21624,203.3394,106.3439,0.394,0.505094951,0.492125984,0.104467259,"central","catanduane",1.875,0.300256629537026,0.8649648539,0.474905000369279
"Typhoon","Rammasun","PH051603000",57,775,832,250.75,2.958043493,0.217559328,3.175602821,0.957070201,0.30761646,26199.75,80,60.20471259,315,173.2106787,0.691530644,12.32686794,2.332608928,4.648551214,0.467779974,104799,59.4669,1762.2945,0.114,0.829750833,0.809981143,0.027147206,"central","0",1.533333333,0.0685096154220856,0.03175602821,-0.0514139784483497
"Typhoon","Melor","PH175911000",31,207,238,82.75,3.664041066,0.548721126,4.212762191,1.464731392,0.332055637,5649.5,81.37376886,43.98201592,342.4,334.8512707,15.11078474,234.8380696,40.67139912,75.05179574,8.590927498,22584,119.8085,188.4997,0.3337,0.671357931,0.599657665,0.113063103,"central","0",2.034482759,0.13025210090716,0.04212762191,-0.0979928288925633
"Typhoon","Bopha","PH104325000",3,287,290,74.75,4.684758213,0.048969598,4.733727811,1.220159151,0.184523169,6126.25,80,66.89646309,330.9883124,236.1493893,10.85040045,265.4124311,39.99921064,53.74486303,7.893110437,24504,68.9263,355.5079,0.29,0.906403013,0.401694915,0.094062436,"minandao","0",1,0.0103448275767371,0.04733727811,-0.0622787214810276
"Typhoon","Melor","PH052006000",1,5,6,2.25,0.09748489,0.019496978,0.116981868,0.0438682,0.928939421,5128.999992,50.24735438,149.5344302,74.4,196.3597331,8.674159928,111.3830798,27.55866069,45.84503126,6.044748173,20516,127.989,160.2951,0.4369,0.570133588,0.486641221,0.134041724,"central","catanduane",1.875,0.166666666666667,0.00116981868,-0.0811196072023923
"Typhoon","Nock-Ten","PH050518000",3395,6770,10165,5087.5,50.97891566,25.56475904,76.5436747,38.30948795,0.511067972,13280,139.5304303,4.261770806,225.2,77.99453491,13.51241841,417.5595411,51.440781,68.16903708,10.11158404,53120,151.8272,349.8696,0.2741,0.739907045,0.669430524,0.063083584,"central","albay",1.64,0.333989178598973,0.765436747,0.248279909224481
"Typhoon","Hagupit","PH082608000",22,266,288,88.5,7.995190863,0.661256387,8.65644725,2.660054103,0.184682728,3327,67.55252148,81.72217452,255.36,82.32212197,6.641969628,127.1416144,22.41125403,33.64195807,5.012558893,13316,115.2418,115.5579,0.481,0.952009972,0.256777812,0.163961527,"central","0",1.545454545,0.0763888888712399,0.0865644725,-0.0373375475200332
"Typhoon","Haiyan","PH087808000",1767,4957,6724,3006.25,36.25393111,12.92327946,49.17721056,21.98676223,0.373739872,13673,105.0081267,54.64044536,602.6186849,95.06990231,7.962625505,202.8010005,33.57708765,39.50909324,6.958196411,54693,120.1366,455.2538,0.2173,0.889200204,0.553574461,0.043479851,"central","0",1.25,0.262790006038114,0.4917721056,0.231023620587912
