disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Haima,PH012902000,5,241,246,65.25,12.4419205,0.258131131,12.70005163,3.368611255,0.093597573,1936.999999,70,109.1613667,291.6,184.0083171,7.033603213,87.2923996,21.22280962,36.23380192,4.754850222,,7748,28.6018,270.891,0.1872,0.984269663,0.781460674,0.112028911,north luzon,0,2.068965517,0
Typhoon,Haima,PH012903000,107,5,112,108.25,0.055973804,1.197839411,1.253813215,1.211832862,2.081338952,8932.750003,80,75.12696313,265.44,182.4730342,9.318900163,167.2588652,54.03481693,47.20317712,10.95252368,,35731,85.5098,417.8589,0.1729,0.991830913,0.925829876,0.058800481,north luzon,0,2.068965517,0
Typhoon,Haima,PH012904000,1,956,957,240,31.28272251,0.032722513,31.31544503,7.853403141,0.031989945,3056,76.70738589,101.3333282,292.8,179.9821807,8.792770476,132.9479712,30.84001267,44.29233563,6.798154826,,12224,58.047,210.5866,0.1786,0.983941606,0.72810219,0.128272251,north luzon,0,2.068965517,0
Typhoon,Haima,PH012905000,192,1535,1727,575.75,16.37289672,2.047945388,18.42084211,6.141169569,0.175442555,9375.25,82.42275363,53.97834858,272.4,178.1011855,9.269784401,208.4550182,46.58410303,46.68205193,9.674605155,,37501,127.7666,293.5124,0.1868,0.962376488,0.820116544,0.134476414,north luzon,0,2.068965517,0
Typhoon,Haima,PH012906000,94,954,1048,332.5,6.294640648,0.620226647,6.914867295,2.193886809,0.222111921,15155.75,70.19895447,115.701376,306,188.4966868,3.475165674,44.03510283,20.37634651,18.44036316,4.280976884,,60623,88.3798,685.9305,0.1634,0.987699419,0.82339347,0.063837158,north luzon,0,2.068965517,0
Typhoon,Haima,PH012907000,1,87,88,22.75,1.752177635,0.020139973,1.772317607,0.458184381,0.370666472,4965.250001,80,84.10748723,262.4,189.4025232,0.62638453,4.131566265,2.272712579,4.310601308,0.422245679,,19861,19.9126,997.4053,0.1476,0.979157017,0.873552571,0.068626957,north luzon,0,2.068965517,0
Typhoon,Haima,PH012908000,6,20,26,11,0.464819011,0.139445703,0.604264714,0.255650456,0.777874737,4302.750003,67.49864946,126.0735824,327,172.4134817,18.49098173,857.3468912,58.08055095,94.35102364,11.22013295,,17211,277.7598,61.9635,0.2228,0.962408063,0.697085263,0.104293766,north luzon,0,2.068965517,0
Typhoon,Haima,PH012909000,7,289,296,79.25,10.75548939,0.260513584,11.01600298,2.949385932,0.107227657,2686.999999,70,114.1336228,306,183.6356088,8.519718235,146.2206241,32.82140738,43.76840528,7.058032607,,10748,38.8937,276.3451,0.1866,0.989191526,0.732382188,0.103181987,north luzon,0,2.068965517,0
Typhoon,Haima,PH012910000,1,71,72,18.75,5.825641026,0.082051282,5.907692308,1.538461538,0.158527423,1218.75,70,113.6386299,318,174.9414876,18.7843008,537.1146556,48.06516816,93.36154246,9.706740743,,4875,61.7268,78.977,0.193,0.996685083,0.686187845,0.150974359,north luzon,0,2.068965517,0
Typhoon,Haima,PH012911000,4,203,207,54.75,17.47363891,0.344308156,17.81794706,4.712717883,0.072768996,1161.75,70.00097826,106.2066991,288,179.6512717,11.13888992,155.1497313,30.80434854,56.64387522,6.781838236,,4647,38.9322,119.3601,0.1835,0.989959839,0.763052209,0.129115558,north luzon,0,2.068965517,0
Typhoon,Haima,PH012912000,51,1202,1253,351.5,15.61444531,0.662509743,16.27695505,4.56612107,0.100064114,7698.000002,80.14880991,66.52665394,262.56,182.3201171,6.555837939,133.5102247,44.06753069,33.12173606,9.003251304,,30792,93.8112,328.2364,0.1847,0.904270165,0.762210438,0.128897116,north luzon,0,2.068965517,0
Typhoon,Haima,PH012913000,250,300,550,325,22.81802624,19.01502187,41.83304811,24.71952843,0.840330835,1314.75,80,86.93323973,304.8,173.6240677,9.10080224,138.0174887,28.97394341,45.30782569,6.469808956,,5259,48.3567,108.7557,0.1741,0.98392555,0.77072758,0.187107815,north luzon,0,2.068965517,0
Typhoon,Haima,PH012914000,236,3521,3757,1116.25,32.00472663,2.145162023,34.14988865,10.14634368,0.095294291,11001.5,80,88.36288813,290.4,178.8258861,6.29460126,62.6643238,31.47165564,31.97279665,6.764821888,,44006,117.7648,373.6749,0.1682,0.969390942,0.847683498,0.114779803,north luzon,0,2.068965517,0
Typhoon,Haima,PH012915000,30,42,72,40.5,1.959640733,1.39974338,3.359384113,1.889653564,0.810822528,2143.25,70,112.4324015,347.04,166.1931774,16.15580442,606.7565802,43.88045505,80.1837256,9.136888887,,8573,208.4821,41.121,0.2174,0.985745614,0.743421053,0.158287647,north luzon,0,2.068965517,0
Typhoon,Haima,PH012916000,11,11,22,13.75,0.389794472,0.389794472,0.779588944,0.48724309,1,2822,70,119.6185548,309.6,182.4783426,14.24709714,271.1381493,48.3300548,71.51509668,9.873003213,,11288,94.6278,119.2881,0.1898,0.987924528,0.74,0.122076542,north luzon,0,2.068965517,0
Typhoon,Haima,PH012917000,1,129,130,33.25,6.966383151,0.05400297,7.020386121,1.795598758,0.132306337,1851.75,72.76003616,104.8981157,315.6,172.425703,13.39336945,407.5701552,30.87032961,65.95346296,6.927310926,,7407,172.8322,42.8566,0.2168,0.992810458,0.505882353,0.165654111,north luzon,0,2.068965517,0
Typhoon,Haima,PH012918000,29,575,604,172.75,27.54820937,1.389387951,28.93759732,8.276440292,0.083696596,2087.25,79.01687257,102.8404402,285.6,186.1846349,6.114678061,46.00143816,20.07771673,31.2611915,4.422321076,,8349,19.8281,421.072,0.1576,0.989915074,0.811571125,0.115702479,north luzon,0,2.068965517,0
Typhoon,Haima,PH012919000,2,73,75,20.25,3.749839476,0.102735328,3.852574804,1.040195197,0.232162652,1946.75,80,74.93763426,256.8,187.2901552,0.670945784,13.09631728,2.125829022,4.503851174,0.432700453,,7787,13.3593,582.9002,0.1608,0.975250442,0.930465527,0.071529472,north luzon,0,2.068965517,0
Typhoon,Haima,PH012920000,831,33,864,839.25,0.499791753,12.58566506,13.08545682,12.710613,9.058367625,6602.749999,80.34545619,60.29264645,271.2,179.5849208,7.061519336,138.2507005,40.75028285,35.47247902,8.377114101,,26411,77.9639,338.7634,0.1612,0.97057389,0.828158023,0.109575556,north luzon,0,2.068965517,0
Typhoon,Haima,PH012921000,21,183,204,66.75,5.737576423,0.658410409,6.395986832,2.092804515,0.246143465,3189.5,80,77.29370071,256.8,191.3830529,0.611354916,5.660952381,2.202709159,4.156480055,0.427377305,,12758,15.0152,849.6555,0.1382,0.976095618,0.921405288,0.066703245,north luzon,0,2.068965517,0
Typhoon,Haima,PH012922000,23,573,596,166.25,14.94132986,0.599739244,15.5410691,4.335071708,0.100351681,3835,80,83.60938057,261,184.0237966,8.893784526,109.0921319,50.63435812,44.88425562,10.32313551,,15340,67.4222,227.5244,0.1476,0.985932005,0.934642438,0.07190352,north luzon,0,2.068965517,0
Typhoon,Haima,PH012923000,318,18,336,322.5,0.516314091,9.121548942,9.637863033,9.250627465,6.675100497,3486.25,80,80.38504551,256.8,192.6574172,0.575608956,4.809334657,1.755372369,3.83615511,0.379573434,,13945,10.1845,1369.2645,0.1462,0.983725136,0.933453888,0.07171029,north luzon,0,2.068965517,0
Typhoon,Haima,PH012924000,1,2,3,1.5,0.020066219,0.010033109,0.030099328,0.015049664,0.990164257,9966.999928,68.31244764,128.8605496,314.4,191.5105351,6.916204389,93.19213657,32.32379967,34.88686747,6.885395473,,39868,104.8081,380.3925,0.1878,0.957066998,0.757315558,0.102538377,north luzon,0,2.068965517,0
Typhoon,Haima,PH012925000,3,763,766,193.75,12.01480198,0.047240375,12.06204236,3.050940871,0.080465333,6350.499999,70,122.3078863,313.8,190.0932527,2.640971632,27.02739985,14.63649041,14.38533721,3.046520275,,25402,50.3763,504.2407,0.1934,0.903192407,0.819499569,0.122864341,north luzon,0,2.068965517,0
Typhoon,Haima,PH012926000,185,1898,2083,659.5,25.03875202,2.440552752,27.47930477,8.700240757,0.132132014,7580.250001,79.97596716,96.65548173,294,180.6391805,4.076380178,36.4547064,25.11302046,21.24013935,5.336381384,,30321,64.3544,471.1563,0.1506,0.977286402,0.85454272,0.104745886,north luzon,0,2.068965517,0
Typhoon,Haima,PH012927000,1,246,247,62.5,5.245482169,0.021323098,5.266805267,1.33269364,0.163529904,4689.75,75.9058042,108.2265628,290.4,187.8263534,7.103035207,66.57916812,22.81123977,35.62358082,5.152496505,,18759,54.3877,344.9129,0.179,0.966239814,0.820023283,0.127138973,north luzon,0,2.068965517,0
Typhoon,Haima,PH012928000,9,139,148,43.75,1.987488829,0.128686327,2.116175156,0.625558534,0.377804367,6993.750001,80,71.74919087,256.8,185.6670553,2.625656496,41.68319559,18.16548716,13.41848389,4.043420374,,27975,55.2716,506.1369,0.1617,0.961389961,0.898532819,0.096443253,north luzon,0,2.068965517,0
Typhoon,Haima,PH012929000,1,17,18,5.25,2.48447205,0.146145415,2.630617464,0.767263427,0.328929433,684.2500001,69.75715112,123.6779443,319.2,179.4272561,20.37501288,820.3933508,46.63218858,101.9877637,9.426294259,,2737,105.2857,25.996,0.2301,0.998050682,0.471734893,0.160394593,north luzon,0,2.068965517,0
Typhoon,Haima,PH012930000,27,164,191,68,2.55850234,0.421216849,2.979719189,1.060842434,0.399386234,6409.999999,89.56105716,47.05621311,264,179.6755777,5.994964566,80.42620172,27.94154212,30.69011059,6.014898721,,25640,78.3897,327.0798,0.1779,0.935967302,0.812159401,0.11275351,north luzon,0,2.068965517,0
Typhoon,Haima,PH012931000,1,59,60,15.75,5.147219193,0.087241003,5.234460196,1.374045802,0.176867128,1146.25,60,153.7197794,276,197.3055457,21.2692663,553.4724508,86.70393903,113.5919185,12.43658718,,4585,121.3431,37.7854,0.2143,0.896348645,0.613663133,0.214176663,north luzon,0,2.068965517,0
Typhoon,Haima,PH012932000,2,62,64,17.5,2.166695789,0.069893413,2.236589201,0.61156736,0.337857971,2861.500001,60.77911729,133.5984696,314.4,187.5702047,19.19367872,474.2406153,55.945684,97.85700457,10.81431694,,11446,186.6843,61.3121,0.1974,0.963956748,0.697637165,0.133059584,north luzon,0,2.068965517,0
Typhoon,Haima,PH012933000,302,302,604,377.5,3.075591313,3.075591313,6.151182626,3.844489141,1,9819.25,60.00570357,141.7461614,308.4,198.5241517,4.263116221,46.78822859,30.5358487,22.09383502,6.317832939,,39277,66.6891,588.9576,0.188,0.974446538,0.787329251,0.093973572,north luzon,0,2.068965517,0
Typhoon,Haima,PH012934000,156,156,312,195,1.158150671,1.158150671,2.316301342,1.447688339,1,13469.75,80,81.37157444,267.6,189.4514092,0.912066554,8.813194444,4.490778472,5.762539938,0.94943439,,53879,27.8243,1936.4039,0.1331,0.983882586,0.914190528,0.021121402,north luzon,0,2.068965517,0
Typhoon,Haima,PH013301000,7,1,8,7.25,0.006280224,0.043961565,0.050241789,0.045531621,1.037446171,15922.99988,50,207.7563193,234,242.0583574,4.92912368,51.48411734,28.40137641,25.63941351,5.978538444,,63692,54.871,1160.7646,0.1085,0.985153685,0.832065055,0.067810714,north luzon,0,3.210526316,0
Typhoon,Haima,PH013302000,1,24,25,7,0.202284125,0.008428505,0.21071263,0.058999536,0.838760559,11864.50001,50,197.8721912,235.2,233.6855137,9.05592171,152.4136536,33.46509815,44.65047914,7.350486856,,47458,110.77,428.435,0.1278,0.980039544,0.717634874,0.091154284,north luzon,0,3.210526316,0
Typhoon,Haima,PH013303000,1,1,2,1.25,0.009506155,0.009506155,0.01901231,0.011882694,1,10519.50026,58.27826295,165.2096722,308,216.4974713,6.78339995,77.87549105,30.33044894,34.01419943,6.529186466,,42078,87.0077,483.6174,0.0999,0.981118448,0.817787866,0.069109749,north luzon,0,3.210526316,0
Typhoon,Haima,PH013304000,28,313,341,106.25,9.304399524,0.832342449,10.13674197,3.158442331,0.177821371,3364.000001,50,174.596169,249.6,214.8407979,17.22309492,446.451693,42.74484335,85.10882321,8.847118985,,13456,103.2921,130.2713,0.1621,0.996291301,0.495616993,0.185344828,north luzon,0,3.210526316,0
Typhoon,Haima,PH013305000,1,15,16,4.75,0.153108094,0.010207206,0.163315301,0.04848423,0.876073294,9796.999976,60,157.7523585,296.4,210.6951064,4.214495098,61.92235357,22.01937873,21.6774631,4.780219132,,39188,70.6523,554.6591,0.1181,0.985052317,0.804530298,0.089797897,north luzon,0,3.210526316,0
Typhoon,Haima,PH013306000,4,329,333,86.25,3.660945281,0.044509973,3.705455254,0.959746293,0.224098313,8986.749999,60,148.9236925,303.2,204.1708721,2.330233048,26.68550898,17.9381699,12.69606097,3.78537533,,35947,40.1383,895.568,0.1209,0.97889355,0.791426324,0.075583498,north luzon,0,3.210526316,0
Typhoon,Haima,PH013307000,2,68,70,19,0.362511995,0.010662117,0.373174112,0.101290116,0.741763831,18758.00002,50.44368849,189.8187842,255.6,232.1473959,6.03427162,63.31585903,25.21001233,31.16746178,5.529787512,,75032,86.3206,869.2201,0.1043,0.979791277,0.77468782,0.065518712,north luzon,0,3.210526316,0
Typhoon,Haima,PH013308000,4,14,18,7.5,0.694186191,0.198338912,0.892525102,0.371885459,0.707324212,2016.750001,50,182.6678629,239.2,220.0816903,16.2699074,378.412597,39.94850565,80.78696008,8.24816002,,8067,41.5878,193.9746,0.1341,0.986262164,0.637092158,0.110449981,north luzon,0,3.210526316,0
Typhoon,Haima,PH013309000,1,1,2,1.25,0.018149644,0.018149644,0.036299288,0.022687055,1,5509.749943,50,195.9383672,236.4,234.0257167,7.967470999,90.95856403,24.86688695,40.84432344,5.561146943,,22039,53.2392,413.9654,0.1148,0.987771203,0.690927022,0.105630927,north luzon,0,3.210526316,0
Typhoon,Haima,PH013310000,1,1,2,1.25,0.01117256,0.01117256,0.02234512,0.0139657,1,8950.500154,60,155.3960235,296.4,211.4319083,2.08857421,15.30588235,14.43061556,11.30754324,3.139639987,,35802,46.1198,776.2838,0.1057,0.972890463,0.833801441,0.084296967,north luzon,0,3.210526316,0
Typhoon,Haima,PH013311000,1,3,4,1.75,0.022131646,0.007377215,0.029508862,0.012910127,0.985565039,13555.24994,50,185.5741016,250.08,225.2994576,8.235557891,108.6938643,31.28117035,42.00291245,6.694979743,,54221,116.7452,464.4397,0.1091,0.980293077,0.773370389,0.074454547,north luzon,0,3.210526316,0
Typhoon,Haima,PH013312000,1,1,2,1.25,0.020314881,0.020314881,0.040629761,0.025393601,1,4922.500036,50,204.3838708,244.8,233.8291263,12.34969478,230.4199488,35.16490261,59.56401047,7.748077544,,19690,59.4216,331.3599,0.1238,0.97952611,0.825626869,0.094057897,north luzon,0,3.210526316,0
Typhoon,Haima,PH013313000,1,1,2,1.25,0.007212665,0.007212665,0.014425331,0.009015832,1,13864.49989,50,212.2832672,249.6,240.5637516,5.804768057,144.0849006,23.06931836,29.77106076,5.171398215,,55458,89.3958,620.362,0.1226,0.984011991,0.801065867,0.077806628,north luzon,0,3.210526316,0
Typhoon,Haima,PH013314000,1,1,2,1.25,0.003283749,0.003283749,0.006567497,0.004104686,1,30453.00211,50.17524251,179.6224746,276.4,225.3983776,7.821418481,104.1886028,28.93541692,39.13829518,6.467669654,,121812,112.6058,1081.7616,0.0876,0.994948409,0.835053024,0.039493607,north luzon,0,3.210526316,0
Typhoon,Haima,PH013316000,3,88,91,25,0.946541895,0.032268474,0.978810369,0.268903948,0.530308891,9296.999999,50.00023519,172.81985,296.4,220.6995262,5.245599643,42.10871711,25.79262559,26.60375364,5.665769525,,37188,57.6166,645.4354,0.1067,0.977428504,0.768967147,0.064886523,north luzon,0,3.210526316,0
Typhoon,Haima,PH013317000,1,1,2,1.25,0.010232273,0.010232273,0.020464545,0.012790341,1,9773.000084,50,211.967357,234,243.4619959,4.556609949,41.56059053,23.14873002,23.3763932,5.152541105,,39092,46.7206,836.7286,0.1136,0.975597732,0.744515652,0.145584875,north luzon,0,3.210526316,0
Typhoon,Haima,PH013318000,1,4,5,2,0.128246233,0.032061558,0.160307791,0.064123116,0.914748508,3118.999999,60,159.4973728,274.2,205.0622044,14.40997573,371.1849175,48.33525519,73.02004125,9.365368666,,12476,130.1972,95.824,0.1452,0.979856115,0.577338129,0.149887785,north luzon,0,3.210526316,0
Typhoon,Haima,PH013319000,1,6,7,2.5,0.140712946,0.023452158,0.164165103,0.058630394,0.897203947,4264.000005,60,149.7713592,294.4,200.0746411,11.03616487,171.6577287,41.22061312,54.89827499,8.544631351,,17056,102.4621,166.4607,0.1137,0.965407131,0.754390633,0.195708255,north luzon,0,3.210526316,0
Typhoon,Haima,PH013320000,1,1,2,1.25,0.013923213,0.013923213,0.027846427,0.017404017,1,7182.249988,50,203.6464568,235.2,236.2818546,7.130302037,85.82314176,31.69716656,35.95467312,6.743435243,,28729,61.9515,463.7348,0.1273,0.97002511,0.781073446,0.087820669,north luzon,0,3.210526316,0
Typhoon,Haima,PH015501000,1,1,2,1.25,0.014259233,0.014259233,0.028518466,0.017824041,1,7012.999928,40.09144601,254.6830731,182.4,305.7402582,4.582786635,60.23232323,16.50827669,24.31779051,3.72979837,,28052,187.6298,149.5074,0.1297,0.833308054,0.598058547,0.174746899,north luzon,0,2.568181818,0
Typhoon,Haima,PH015503000,1,1,2,1.25,0.004458911,0.004458911,0.008917822,0.005573639,1,22427.00067,40.94521318,242.2119885,196.8,287.3489271,1.797990728,21.34179627,9.577233687,11.38067081,1.737250569,,89708,183.1545,489.7936,0.1206,0.916740644,0.729565624,0.099054711,north luzon,0,2.568181818,0
Typhoon,Haima,PH015504000,1,1,2,1.25,0.009216165,0.009216165,0.01843233,0.011520206,1,10850.50018,40,250.7708219,304.8,267.4486306,0.536653664,22.02309996,2.099922921,3.950083173,0.37401891,,43402,66.873,649.0213,0.1147,0.950363076,0.765635876,0.075134786,north luzon,0,2.568181818,0
Typhoon,Haima,PH015507000,1,1,2,1.25,0.012859255,0.012859255,0.025718511,0.016074069,1,7776.499969,40,238.4695388,294,251.5408328,1.908879091,60.94370659,15.52251168,10.90571115,3.016729585,,31106,78.2309,397.6197,0.1169,0.945581193,0.763314468,0.0880859,north luzon,0,2.568181818,0
Typhoon,Haima,PH015508000,1,1,2,1.25,0.007951338,0.007951338,0.015902676,0.009939172,1,12576.4997,40.62793501,241.6678409,172,294.7516646,2.544234064,70.56668382,15.65045115,14.13835738,3.361497729,,50306,205.8743,244.3537,0.124,0.885807771,0.644417178,0.142249434,north luzon,0,2.568181818,0
Typhoon,Haima,PH015510000,1,1,2,1.25,0.012381218,0.012381218,0.024762435,0.015476522,1,8076.750126,40,255.5673146,299.4,272.0304482,0.553055264,19.22730018,2.406015767,4.123776374,0.408608661,,32307,47.2915,683.156,0.1246,0.948089822,0.749271137,0.038877024,north luzon,0,2.568181818,0
Typhoon,Haima,PH015512000,1,1,2,1.25,0.00733205,0.00733205,0.0146641,0.009165063,1,13638.75042,49.04658781,225.4589569,291,244.4165104,0.951149697,45.96123231,5.960558944,5.752540764,1.282746016,,54555,64.6053,844.4334,0.1039,0.960720778,0.813986567,0.062652369,north luzon,0,2.568181818,0
Typhoon,Haima,PH015514000,1,1,2,1.25,0.004873057,0.004873057,0.009746114,0.006091321,1,20520.99945,46.47193951,229.3129787,149.1428571,286.2487943,2.50896705,62.32920189,10.31608237,13.72998657,2.250780742,,82084,233.3241,351.8007,0.1464,0.918921992,0.642463496,0.116551338,north luzon,0,2.568181818,0
Typhoon,Haima,PH015515000,1,1,2,1.25,0.0059393,0.0059393,0.011878601,0.007424125,1,16836.99958,40,257.1438769,235.2,286.995046,7.338688433,153.7679504,35.63871811,37.10172198,7.623348402,,67348,203.0723,331.6457,0.1457,0.841227578,0.715536565,0.050721625,north luzon,0,2.568181818,0
Typhoon,Haima,PH015517000,1,1,2,1.25,0.004203712,0.004203712,0.008407424,0.00525464,1,23788.49931,40,242.0327333,262.8,267.1921441,0.721525727,8.594085548,2.129332126,5.258165747,0.402588897,,95154,54.0643,1760.0235,0.1185,0.955146101,0.80422247,0.025695189,north luzon,0,2.568181818,0
Typhoon,Haima,PH015518000,1,1,2,1.25,0.00233548,0.00233548,0.00467096,0.00291935,1,42817.75053,47.86569763,236.4983618,244.8,263.7251144,0.846446631,5.229178972,3.505608591,6.21824777,0.553711257,,171271,49.222,3479.5473,0.1091,0.953785039,0.73349558,0.024867024,north luzon,0,2.568181818,0
Typhoon,Haima,PH015520000,1,1,2,1.25,0.016270745,0.016270745,0.03254149,0.020338432,1,6146.000076,40,269.9785094,214.2857143,304.4764403,7.129453014,168.3277689,24.4778957,36.0031297,5.496005091,,24584,218.6474,112.4366,0.1289,0.775787966,0.614792264,0.21503035,north luzon,0,2.568181818,0
Typhoon,Haima,PH015522000,1,1,2,1.25,0.003873042,0.003873042,0.007746083,0.004841302,1,25819.50129,43.39545343,246.9660335,229.8,277.3199531,0.788300065,5.797103156,3.067325188,5.706628558,0.546343874,,103278,81.2663,1270.8535,0.1124,0.833372592,0.709347775,0.023335076,north luzon,0,2.568181818,0
Typhoon,Haima,PH015525000,1,1,2,1.25,0.005755644,0.005755644,0.011511288,0.007194555,1,17374.25039,41.01271132,232.1726113,287.4,253.5264633,1.008922873,23.68416,3.930834666,6.433690924,0.828194765,,69497,59.5143,1167.7359,0.128,0.958501402,0.775712431,0.051642517,north luzon,0,2.568181818,0
Typhoon,Haima,PH015526000,1,1,2,1.25,0.003761838,0.003761838,0.007523676,0.004702298,1,26582.75024,43.42639695,233.3601612,264.8,258.7947698,0.598362274,6.379142808,2.180401922,4.541837429,0.379650884,,106331,55.1033,1929.6683,0.1208,0.93445668,0.814603512,0.027903434,north luzon,0,2.568181818,0
