pcode,N damaged,P damaged,N houses,Wind speed,Distance to typhoon,Poverty incidence,p strong roof,p strong wall,Experience,Region
PH035402000,1,3.70E-05,26991.24903,40,332.0442527,0.0404,0.981842902,0.952282795,1.75,metro luzon
PH035405000,1,3.58E-05,27896.50064,40,313.740636,0.066,0.960989109,0.888621366,1.75,metro luzon
PH035408000,1,2.49E-05,40209.49953,40,346.5001441,0.0537,0.957186725,0.898488248,1.75,metro luzon
PH035410000,1,5.27E-05,18962.5009,40,345.4940248,0.0476,0.975971241,0.852358729,1.75,metro luzon
PH035412000,1,7.01E-05,14265.75039,40,347.2922124,0.0809,0.954108767,0.75945135,1.75,metro luzon
PH035418000,1,7.52E-05,13299.50029,40,327.4344346,0.0435,0.981115268,0.888562266,1.75,metro luzon
PH036906000,1,4.57E-05,21882.74946,40,273.9413672,0.1094,0.941874764,0.828898237,1.64,north luzon
PH036907000,1,6.25E-05,16004.24945,40,283.8570224,0.0643,0.945542412,0.844220382,1.64,north luzon
PH036909000,1,6.92E-05,14446.75015,40,260.2957494,0.1126,0.957704154,0.776776326,1.64,north luzon
PH036910000,1,4.32E-05,23151.50029,40,267.7131567,0.1067,0.956472352,0.835006587,1.64,north luzon
PH036911000,1,0.000168691,5927.999936,40,267.9608504,0.1079,0.941808415,0.864995524,1.64,north luzon
PH036912000,1,0.000187354,5337.499999,40,263.2853874,0.1301,0.899787686,0.849044586,1.64,north luzon
PH036914000,1,0.000156838,6375.99992,40,249.978992,0.1003,0.935849725,0.8170062,1.64,north luzon
PH037106000,1,8.38E-05,11929.74976,40,301.3577038,0.1798,0.876259535,0.701883239,2.777777778,north luzon
PH037113000,1,6.88E-05,14537.75007,40,279.7658421,0.1893,0.894324996,0.732967836,2.777777778,north luzon
PH037701000,1,0.000101107,9890.499804,46.75651684,221.5148984,0.0999,0.877227044,0.659246575,3,metro luzon
PH037702000,1,0.000164521,6078.249998,58.58064226,152.1960692,0.1844,0.802251935,0.455489092,3,north luzon
PH037703000,1,0.000252605,3958.750015,60.07524667,134.1891697,0.1394,0.865284974,0.504404145,3,north luzon
PH037704000,4,0.001413178,2830.5,50.86590094,164.3248062,0.1381,0.786144578,0.584650113,3,north luzon
PH037705000,1,0.000156974,6370.499998,40.109458,278.1879435,0.1346,0.842419979,0.574307746,3,metro luzon
PH037706000,1,0.000134517,7433.999926,50,193.4902153,0.145,0.875854214,0.62215262,3,north luzon
PH037707000,1,9.82E-05,10183.50005,45.64612935,224.8088272,0.1014,0.952070183,0.699475768,3,north luzon
PH037708000,1,0.000146242,6838.000052,40.23244642,239.6129864,0.1319,0.925667828,0.571428571,3,metro luzon
PH051612000,1,9.20E-05,10871.25026,40,324.0871727,0.3222,0.511212625,0.590946844,1.533333333,central
PH140101000,85,0.007059361,12040.75,80,67.48501752,0.1086,0.979790489,0.855288774,1.2,north luzon
PH140102000,1,0.001119507,893.2499999,80,79.89959143,0.6598,0.986807388,0.51055409,1.2,north luzon
PH140103000,83,0.019398189,4278.75,80,71.3497668,0.3762,0.972987149,0.772882245,1.2,north luzon
PH140104000,3,0.004798081,625.25,80,74.69339646,0.4211,0.986206897,0.590804598,1.2,north luzon
PH140105000,1,0.001915709,522.0000001,80,68.96211236,0.37,0.989333333,0.64,1.2,north luzon
PH140106000,76,0.072519084,1048,82.59358647,53.05863027,0.3268,0.963344788,0.718213058,1.2,north luzon
PH140107000,25,0.008837826,2828.750001,80,58.74106049,0.236,0.969806763,0.70531401,1.2,north luzon
PH140108000,27,0.006996178,3859.250001,80,59.88355097,0.2813,0.978045113,0.697744361,1.2,north luzon
PH140109000,1,0.001175433,850.7500008,90,43.06911919,0.5775,0.981452859,0.384853168,1.2,north luzon
PH140110000,33,0.009259909,3563.749999,81.74759046,57.37699073,0.2848,0.977362205,0.719488189,1.2,north luzon
PH140111000,64,0.056901534,1124.75,89.16638126,45.33240053,0.4223,0.931330472,0.49248927,1.2,north luzon
PH140112000,26,0.032520325,799.4999999,80,70.34765202,0.4075,0.896969697,0.739393939,1.2,north luzon
PH140113000,2,0.001706121,1172.25,81.06310463,59.75728617,0.4586,0.989395546,0.50583245,1.2,north luzon
PH140114000,1,0.000631014,1584.75,80,92.6569175,0.4478,0.988954345,0.698821797,1.2,north luzon
PH140115000,1,0.001166861,857,86.3044555,52.1921301,0.5154,0.987886945,0.34589502,1.2,north luzon
PH140116000,23,0.008549391,2690.25,80,82.6888228,0.3081,0.989626556,0.797925311,1.2,north luzon
PH140117000,36,0.021686747,1660,80,72.26806697,0.3096,0.937115516,0.7265892,1.2,north luzon
PH140118000,63,0.020681165,3046.25,80,75.88430011,0.2308,0.991538462,0.807692308,1.2,north luzon
PH140119000,2,0.000782549,2555.75,80,92.1419072,0.3843,0.986295314,0.595932803,1.2,north luzon
PH140120000,9,0.005436424,1655.5,80,72.16437974,0.4321,0.929903057,0.655480984,1.2,north luzon
PH140121000,1,0.000874508,1143.5,80,80.52365277,0.4233,0.978178368,0.588235294,1.2,north luzon
PH140122000,1,0.000405392,2466.75,84.76320847,51.39804546,0.2195,0.936949467,0.674084376,1.2,north luzon
PH140123000,29,0.021331372,1359.5,80,80.38293308,0.225,0.966908797,0.853914447,1.2,north luzon
PH140124000,35,0.009677196,3616.749999,80,64.64458232,0.2338,0.941644562,0.74535809,1.2,north luzon
PH140125000,4,0.003139101,1274.25,94.44641834,32.20895578,0.7827,0.889156627,0.069879518,1.2,north luzon
PH140126000,1,0.000701878,1424.750005,78.70627187,94.89078543,0.5166,0.99796334,0.739307536,1.2,north luzon
PH140127000,68,0.050445104,1348,80,88.09307976,0.3916,0.967863894,0.650283554,1.2,north luzon
PH141101000,1,0.000203376,4916.999995,55.89582159,166.2213611,0.1663,0.995383195,0.397968606,2.944444444,north luzon
PH141102000,12,0.000138983,86341.49989,50,190.6656247,0.0085,0.998392814,0.854544004,2.944444444,north luzon
PH141103000,2,0.000520935,3839.25,60,145.1518276,0.2648,0.991634299,0.424260532,2.944444444,north luzon
PH141104000,16,0.004652515,3439,51.57009735,175.6089646,0.0915,0.996519318,0.252001392,2.944444444,north luzon
PH141105000,19,0.00174204,10906.75,60,145.27732,0.1307,0.996133665,0.497468471,2.944444444,north luzon
PH141106000,4,0.000267469,14955,50,194.3640233,0.0476,0.97922974,0.562095184,2.944444444,north luzon
PH141107000,5,0.001310616,3814.999999,60,157.9029642,0.1567,0.965834051,0.184323859,2.944444444,north luzon
PH141108000,8,0.001652807,4840.249999,53.39648676,169.8794699,0.1767,0.99022413,0.465903672,2.944444444,north luzon
PH141109000,23,0.005320379,4323,60,156.7213073,0.2609,0.967633929,0.291015625,2.944444444,north luzon
PH141110000,6,0.000185855,32283.24979,50,184.2955473,0.0165,0.998660674,0.833387898,2.944444444,north luzon
PH141111000,6,0.000667538,8988.249999,60.22354896,136.0213432,0.0617,0.995410568,0.51624907,2.944444444,north luzon
PH141112000,7,0.002443921,2864.25,50,183.9035092,0.0919,0.997306656,0.595613698,2.944444444,north luzon
PH141113000,6,0.000503694,11912.00001,50,200.3985845,0.0458,0.995055291,0.667535737,2.944444444,north luzon
PH141114000,3,0.000670691,4473.000001,50,178.296604,0.1166,0.993513233,0.521536066,2.944444444,north luzon
PH142701000,11,0.002014929,5459.25,70,115.4624447,0.3076,0.947515924,0.328152866,2.555555556,north luzon
PH142702000,6,0.002553191,2350,66.99284741,126.2577526,0.4056,0.994842702,0.261474987,2.555555556,north luzon
PH142703000,12,0.00281558,4261.999999,63.121678,131.921057,0.253,0.996838172,0.442368497,2.555555556,north luzon
PH142704000,1,0.0002069,4833.250003,68.4926631,126.2840775,0.176,0.970588235,0.577079108,2.555555556,north luzon
PH142705000,9,0.001424107,6319.749996,60.39393032,136.538006,0.1721,0.964956195,0.685857322,2.555555556,north luzon
PH142706000,1,0.0002308,4332.750001,70.42347178,113.2662861,0.3434,0.938344387,0.116678949,2.555555556,north luzon
PH142707000,1,0.000124537,8029.749997,75.78631124,97.96961443,0.2151,0.910198935,0.665172317,2.555555556,north luzon
PH142708000,1,0.000206101,4852,74.01013554,104.9577256,0.5355,0.938814942,0.220480893,2.555555556,north luzon
PH142709000,3,0.001300531,2306.75,70,122.3827256,0.299,0.994129159,0.40704501,2.555555556,north luzon
PH142710000,1,0.00024156,4139.750004,60,145.4161726,0.5347,0.95039019,0.206561023,2.555555556,north luzon
PH142711000,1,0.000262106,3815.249995,60,143.5391122,0.5529,0.926829268,0.198303287,2.555555556,north luzon
PH143201000,16,0.005248052,3048.75,86.74348907,51.20434132,0.3391,0.961321165,0.23902651,4.28,north luzon
PH143206000,9,0.004122295,2183.25,80,69.12155491,0.2614,0.993634259,0.40162037,4.28,north luzon
PH143208000,24,0.009954376,2411,80,74.32192511,0.4118,0.986644407,0.420144686,4.28,north luzon
PH143209000,342,0.042715294,8006.499999,93.07055038,38.28314635,0.3192,0.833972515,0.356024289,4.28,north luzon
PH143211000,527,0.123723442,4259.5,92.64841138,38.3748495,0.0905,0.880580958,0.642011834,4.28,north luzon
PH143213000,667,0.024113809,27660.49999,85.92427594,53.51013191,0.0879,0.962237136,0.726308725,4.28,north luzon
PH143214000,2,0.000839102,2383.5,80,72.85788226,0.407,0.977040816,0.107142857,4.28,north luzon
PH143215000,14,0.004351881,3217,80,81.39105224,0.2642,0.97092511,0.374449339,4.28,north luzon
PH144401000,7,0.005810334,1204.75,78.32343525,99.24790919,0.1666,0.996638655,0.105042017,2.3,north luzon
PH144402000,7,0.000901336,7766.250001,67.63538077,125.0319063,0.2112,0.994845361,0.459057437,2.3,north luzon
PH144403000,4,0.002272727,1760,71.97251151,107.4341958,0.163,0.996491228,0.114035088,2.3,north luzon
PH144404000,5,0.000811589,6160.749998,75.62758205,103.9233147,0.1086,0.999682892,0.54431584,2.3,north luzon
PH144405000,1,0.000389408,2568,80,88.73562793,0.3974,0.978052126,0.10608139,2.3,north luzon
PH144406000,25,0.003556061,7030.25,80,76.33601727,0.4056,0.914521112,0.371781668,2.3,north luzon
PH144407000,6,0.00257649,2328.75,70,119.4126365,0.1091,0.998194131,0.557110609,2.3,north luzon
PH144408000,5,0.002272986,2199.75,80,92.68970669,0.4267,1,0.272108844,2.3,north luzon
PH144409000,4,0.001437944,2781.75,71.78544209,107.2267747,0.102,0.999621356,0.21772056,2.3,north luzon
PH144410000,7,0.001444118,4847.25,69.75346221,121.5244484,0.2163,0.995268512,0.46534185,2.3,north luzon
PH148101000,27,0.008568708,3151.000001,116.4188782,21.94818708,0.6258,0.920654912,0.3736356,4.214285714,north luzon
PH148102000,163,0.02502783,6512.75,100.0941701,24.82844795,0.5631,0.920051226,0.476765459,4.214285714,north luzon
PH148103000,22,0.005060089,4347.75,121.7690295,20.04570464,0.3573,0.917120238,0.519049975,4.214285714,north luzon
PH148104000,80,0.020595997,3884.25,109.6331497,5.131203347,0.639,0.896805112,0.403833866,4.214285714,north luzon
PH148105000,65,0.013638987,4765.75,119.6111719,32.64483065,0.3342,0.830709615,0.668684912,4.214285714,north luzon
PH148106000,114,0.030552764,3731.25,119.510093,16.74864638,0.4112,0.858138062,0.576314123,4.214285714,north luzon
PH148107000,97,0.028502167,3403.25,121.3207799,35.21354555,0.3263,0.901317904,0.69013179,4.214285714,north luzon
PH054103000,66,0.006924772,9531,83.83385298,79.9329247,0.4668,0.597985465,0.399336988,1.866666667,central
PH060401000,3324,0.540070677,6154.75,190,9.307614172,0.1922,0.754453782,0.470084034,1,central
PH060402000,4809,0.665145228,7230,187.9050415,8.797090635,0.2559,0.629911098,0.320476054,1,central
PH060403000,4673,0.473155297,9876.25,189.3075788,15.59654785,0.113,0.769338959,0.582062101,1,central
PH060404000,3840,0.47952048,8008,190,15.80502498,0.2325,0.665783832,0.523269012,1,central
PH060405000,282,0.059359049,4750.75,152.8951318,31.72877713,0.1854,0.78525717,0.524057834,1,central
PH060406000,671,0.054152207,12391,160.7957207,27.85319185,0.2,0.807702863,0.612661239,1,central
PH060408000,768,0.201786653,3806,173.9602211,23.86466759,0.0839,0.680607276,0.639931252,1,central
PH060409000,3122,0.442193973,7060.25,176.5925095,4.996920143,0.2602,0.510219646,0.283251983,1,central
PH060410000,2138,0.465060634,4597.25,179.3810417,1.179435844,0.3318,0.673271998,0.312101911,1,central
PH060411000,1144,0.167852689,6815.5,165.1496926,26.34769634,0.1889,0.588559192,0.460385439,1,central
PH060412000,158,0.011930606,13243.25,132.6383305,39.14451185,0.121,0.632588366,0.483119353,1,central
PH060413000,1126,0.194188152,5798.5,189.1882087,14.02640102,0.1961,0.690075772,0.497135465,1,central
PH060414000,660,0.072457802,9108.749999,139.8084459,35.74989809,0.2543,0.71043556,0.636607485,1,central
PH060415000,3672,0.326349235,11251.75,185.0640046,21.25561508,0.1465,0.694341716,0.653974122,1,central
PH060416000,1043,0.130644454,7983.5,158.4986603,28.58280855,0.0908,0.755864703,0.701445717,1,central
PH060417000,591,0.107866399,5479,158.2580853,28.88633515,0.2163,0.649593496,0.555691057,1,central
PH060602000,2500,0.440451022,5676,148.9165246,26.2552931,0.2336,0.876815591,0.483360912,1,central
PH060604000,1015,0.12068248,8410.5,113.7014393,43.43090451,0.225,0.873314262,0.431548835,1,central
PH060605000,735,0.082826234,8874,147.9921843,36.64078844,0.247,0.73878165,0.415517674,1,central
PH060606000,2369,0.229843795,10307,172.8464888,8.344848955,0.2206,0.826435811,0.525232264,1,central
PH060609000,1414,0.216937711,6518,123.9056664,37.21758236,0.2589,0.915026081,0.405114401,1,central
PH060610000,715,0.174082415,4107.25,163.1685049,27.70507073,0.2168,0.633911368,0.531791908,1,central
PH060611000,1122,0.130719716,8583.249999,167.2892681,25.93215094,0.2088,0.80193299,0.602448454,1,central
PH060612000,292,0.031418119,9294.000001,88.68852367,64.09978987,0.2638,0.76206089,0.41147541,1,central
PH060614000,188,0.023547832,7983.750001,87.23571134,63.68290145,0.3588,0.918984648,0.265541876,1,central
PH060615000,885,0.197688055,4476.75,186.6139883,9.913748241,0.2417,0.883504896,0.562390158,1,central
PH060617000,2670,0.399282189,6687,160.9601148,20.79600532,0.2218,0.861338469,0.472806032,1,central
PH060618000,546,0.11420205,4781,103.3324147,48.80828837,0.3019,0.908455794,0.370031318,1,central
PH061901000,5211,0.760507881,6852,180,6.562481508,0.3345,0.949751089,0.429060361,1.210526316,central
PH061902000,4815,0.592688331,8124,184.7923788,0.642092247,0.2822,0.964248705,0.534067358,1.210526316,central
PH061903000,4486,0.608973054,7366.5,175.8631387,9.264652882,0.2469,0.992458736,0.463289698,1.210526316,central
PH061904000,5401,0.468054683,11539.25,172.4256737,13.54073272,0.334,0.95695304,0.373680379,1.210526316,central
PH061905000,4050,0.557563242,7263.75,190,14.59474762,0.3165,0.901329707,0.51102386,1.210526316,central
PH061906000,6910,0.753605802,9169.25,174.8297074,7.92230291,0.3546,0.738697587,0.312529274,1.210526316,central
PH061907000,4039,0.420553936,9603.999999,187.3486298,0.290498523,0.3994,0.96398053,0.438182802,1.210526316,central
PH061908000,4272,0.431036222,9911,187.5355904,3.045115684,0.2645,0.946175344,0.487113135,1.210526316,central
PH061909000,6264,0.543349091,11528.5,186.8070965,19.17373466,0.308,0.908575608,0.454287804,1.210526316,central
PH061910000,7974,0.791680111,10072.25,189.936344,7.843550435,0.2965,0.930529399,0.575957313,1.210526316,central
PH061911000,4187,0.369819153,11321.75,189.3356871,14.84170246,0.3658,0.802397453,0.43023038,1.210526316,central
PH061912000,2068,0.178168347,11607,190,9.284589359,0.2908,0.868461193,0.495067265,1.210526316,central
PH061913000,4237,0.571101227,7419,190,8.806023607,0.2864,0.912392852,0.543803574,1.210526316,central
PH061914000,13590,0.325503135,41750.75,185.1370779,19.78951037,0.1255,0.914306405,0.561180982,1.210526316,central
PH061915000,5022,0.777971419,6455.25,190,10.57665703,0.2973,0.812643302,0.37340321,1.210526316,central
PH061916000,3700,0.491139577,7533.5,188.2026594,4.454911407,0.2818,0.948867489,0.410958904,1.210526316,central
PH061917000,5892,0.459298813,12828.25,161.160991,19.59585292,0.3383,0.86530511,0.257731106,1.210526316,central
PH063001000,8416,0.644065202,13067,167.1122821,20.08469978,0.3063,0.833333333,0.42641013,1.228571429,central
PH063002000,20,0.002082899,9601.999999,87.29873881,63.78417806,0.2662,0.974928633,0.411443465,1.228571429,central
PH063003000,1279,0.178357272,7171,116.2428203,40.64532484,0.2734,0.932534194,0.408204025,1.228571429,central
PH063004000,143,0.021181263,6751.249999,106.5059596,45.79189951,0.1679,0.950493365,0.416638312,1.228571429,central
PH063005000,3250,0.392891683,8272,190,15.34988354,0.241,0.648347568,0.436595324,1.228571429,central
PH063006000,2202,0.270748801,8133,126.1376928,35.40990158,0.2417,0.902232085,0.443763048,1.228571429,central
PH063007000,475,0.035090311,13536.5,101.3395932,51.0634826,0.1757,0.894595727,0.506242145,1.228571429,central
PH063008000,3454,0.301606706,11452,145.4824677,28.80876008,0.2543,0.922444926,0.385608523,1.228571429,central
PH063009000,2013,0.378063668,5324.5,190,9.905727479,0.3453,0.86675744,0.40657204,1.228571429,central
PH063010000,1200,0.315810251,3799.75,161.1936754,21.3874394,0.263,0.98687664,0.385826772,1.228571429,central
PH063012000,117,0.008007939,14610.5,92.00374552,58.51820734,0.1586,0.963196469,0.48333202,1.228571429,central
PH063013000,3812,0.252396007,15103.25,141.8100339,29.24319577,0.2701,0.955773204,0.363455505,1.228571429,central
PH063014000,7646,0.44870892,17040,173.3625593,24.46962089,0.3577,0.726467694,0.41333858,1.228571429,central
PH063015000,4225,0.391575338,10789.75,182.0452871,9.800273603,0.368,0.851125274,0.409199522,1.228571429,central
PH063016000,1417,0.125024815,11333.75,114.8368127,40.9582413,0.2175,0.904968644,0.494934877,1.228571429,central
PH063017000,555,0.064832662,8560.500001,120.5023242,37.71302657,0.2529,0.970042248,0.443548387,1.228571429,central
PH063018000,793,0.045899172,17277,93.17161981,59.36855271,0.2135,0.935285842,0.489578005,1.228571429,central
PH063019000,5994,0.493882091,12136.5,190,16.19310811,0.2608,0.856666667,0.452350928,1.228571429,central
PH063023000,536,0.0335498,15976.25,103.6577203,47.69143953,0.2526,0.922926334,0.383990719,1.228571429,central
PH063025000,2382,0.129386203,18410,124.7605985,36.15017754,0.2661,0.953661801,0.368722916,1.228571429,central
PH063027000,4082,0.529253509,7712.75,175.1462618,12.56076177,0.2832,0.965907629,0.331403576,1.228571429,central
PH063029000,160,0.017333839,9230.499999,94.43036751,55.80214746,0.2829,0.941144488,0.386706538,1.228571429,central
PH063031000,88,0.014949461,5886.5,99.76929953,51.55906855,0.243,0.900020076,0.4529211,1.228571429,central
PH063032000,49,0.008433735,5810,90.28992169,57.84082873,0.1655,0.964407119,0.478304339,1.228571429,central
PH063035000,7186,0.356873262,20136,155.8628929,24.09683236,0.2512,0.91579058,0.434119935,1.228571429,central
PH063037000,189,0.010070601,18767.5,100.395107,50.57646898,0.189,0.871085169,0.531585221,1.228571429,central
PH063038000,4006,0.413255964,9693.750001,189.2110573,1.350008786,0.3272,0.935141773,0.387679946,1.228571429,central
PH063039000,1925,0.227064964,8477.749999,140.7993287,29.80868865,0.262,0.915332108,0.464295091,1.228571429,central
PH063042000,1693,0.409629809,4133,162.4658644,22.51310433,0.284,0.971510716,0.378201777,1.228571429,central
PH063044000,6044,0.459349053,13157.75,185.5567167,2.899345202,0.2605,0.950457317,0.460295687,1.228571429,central
PH063047000,46,0.007186096,6401.250002,90,61.7699933,0.1677,0.884233926,0.55249658,1.228571429,central
PH072209000,10533,0.532749987,19771,189.3720327,0.925643441,0.3604,0.862704471,0.513239621,1.277777778,central
PH072211000,6496,0.332616487,19530,185.6122566,14.15102679,0.2015,0.979388955,0.523494822,1.277777778,central
PH072213000,3820,0.430107527,8881.500001,138.0302199,32.60631929,0.2743,0.960004819,0.49512107,1.277777778,central
PH072221000,13660,0.647163331,21107.5,188.6820631,9.014153042,0.2835,0.965162272,0.50902088,1.277777778,central
PH072228000,6134,0.673529331,9107.25,190,7.596398453,0.3625,0.931654676,0.579436934,1.277777778,central
PH072231000,5092,0.368105256,13833,190,0.972685354,0.2388,0.964942756,0.511168995,1.277777778,central
PH072236000,737,0.260700389,2827,149.5955226,30.40761926,0.308,0.898157454,0.505523937,1.277777778,central
PH072238000,657,0.104236078,6302.999998,118.7176418,43.11994063,0.3007,0.832567301,0.484734077,1.277777778,central
PH072242000,444,0.032185574,13795,110.3491893,47.98247029,0.4934,0.781792855,0.469128726,1.277777778,central
PH072243000,4997,0.347273138,14389.25,175.1449163,19.56633279,0.2728,0.952767938,0.550531361,1.277777778,central
PH072244000,2327,0.32542041,7150.75,190,4.173475779,0.3983,0.927497395,0.539365977,1.277777778,central
PH072247000,446,0.050814629,8777,114.7152261,42.72184062,0.334,0.939876426,0.487761407,1.277777778,central
PH072248000,2606,0.267192987,9753.25,169.5404529,23.53154953,0.3477,0.945540399,0.385834208,1.277777778,central
PH072249000,2175,0.339445962,6407.5,130.6044046,35.4332058,0.3344,0.894256491,0.421557828,1.277777778,central
PH072252000,577,0.036138164,15966.5,101.8667076,52.31615771,0.3426,0.705823427,0.334246026,1.277777778,central
PH072253000,1361,0.48194051,2824,117.5415398,43.19393178,0.2433,0.811389191,0.470438883,1.277777778,central
PH082602000,2919,0.828966986,3521.25,146.7174642,32.49503224,0.4055,0.8998779,0.314102564,1.545454545,central
PH082603000,584,0.230716049,2531.25,104.0770452,55.62709051,0.5183,0.965008432,0.400589722,1.545454545,central
PH082607000,1529,0.420343643,3637.5,122.3156698,43.01684696,0.5386,0.874873524,0.286003373,1.545454545,central
PH082608000,1000,0.300571085,3326.999999,152.1628327,30.47230565,0.481,0.952009972,0.256777812,1.545454545,central
PH082609000,10008,0.755449039,13247.75,187.8049497,2.352585045,0.3651,0.97094431,0.333306439,1.545454545,central
PH082610000,1655,0.772191765,2143.25,112.7072508,50.55231684,0.5266,0.94,0.263157895,1.545454545,central
PH082612000,2866,0.899701774,3185.5,151.274237,30.93497175,0.331,0.96167944,0.376454938,1.545454545,central
PH082613000,673,0.133604645,5037.25,109.189595,50.96977388,0.474,0.797913118,0.41400596,1.545454545,central
PH082615000,1770,0.480227905,3685.75,97.20081071,61.54428135,0.4008,0.907878412,0.46557072,1.545454545,central
PH082616000,1142,0.752553542,1517.5,164.2792633,27.4599765,0.4492,0.984282908,0.290111329,1.545454545,central
PH082618000,2538,0.686920631,3694.75,144.2910025,33.21960111,0.509,0.959135327,0.285460468,1.545454545,central
PH082619000,2561,0.454642287,5633,144.9912518,33.45811082,0.4393,0.947894636,0.370697943,1.545454545,central
PH083701000,4270,0.286716691,14892.75,137.2230659,33.92716972,0.3593,0.842786219,0.496163683,1.181818182,central
PH083702000,5873,0.425310039,13808.75,171.0328231,25.16187087,0.4151,0.903281656,0.365489024,1.181818182,central
PH083703000,4365,0.376845377,11583,190,10.04172709,0.3891,0.874977269,0.481787628,1.181818182,central
PH083705000,997,0.14346872,6949.25,121.1721515,43.95836749,0.441,0.694890028,0.366958823,1.181818182,central
PH083706000,3825,0.467246908,8186.25,146.6715741,32.66781822,0.374,0.899694279,0.659484641,1.181818182,central
PH083708000,6215,0.227173039,27358,138.5033159,34.65286776,0.2771,0.927208699,0.594475395,1.181818182,central
PH083710000,6526,0.49503148,13183,190,6.469523864,0.3668,0.887645837,0.368500918,1.181818182,central
PH083713000,2283,0.292429871,7807,123.7893923,43.39867103,0.4624,0.873781426,0.321703438,1.181818182,central
PH083714000,3516,0.418359758,8404.25,165.1069606,27.0695054,0.444,0.820938529,0.446242457,1.181818182,central
PH083715000,4547,0.354231181,12836.25,170.002678,25.5373937,0.3474,0.903472841,0.548619768,1.181818182,central
PH083717000,6772,0.770705892,8786.75,190,9.043087937,0.4617,0.955311268,0.32971101,1.181818182,central
PH083718000,8104,0.685327696,11825,190,0.189347884,0.3357,0.924579582,0.379840353,1.181818182,central
PH083722000,5767,0.491697751,11728.75,189.2214033,15.34822843,0.2387,0.896595095,0.478674688,1.181818182,central
PH083723000,7020,0.650015047,10799.75,188.0926073,16.72244808,0.4499,0.820706809,0.441164284,1.181818182,central
PH083724000,3159,0.497891958,6344.75,166.6565331,25.14934227,0.4132,0.854827932,0.501169395,1.181818182,central
PH083725000,2807,0.742887389,3778.5,190,0.122505843,0.3678,0.895953757,0.27850762,1.181818182,central
PH083726000,9295,0.657180734,14143.75,189.7920381,15.82225361,0.4022,0.9283199,0.425140801,1.181818182,central
PH083728000,2531,0.506250625,4999.5,190,10.23176684,0.4538,0.911640105,0.304821465,1.181818182,central
PH083729000,2389,0.235143581,10159.75,152.71407,30.99248696,0.5359,0.853479853,0.274442348,1.181818182,central
PH083730000,3741,0.705483004,5302.75,190,16.37410218,0.4248,0.932019704,0.441205436,1.181818182,central
PH083731000,250,0.035941487,6955.75,116.4310558,42.29282834,0.397,0.894728331,0.561610608,1.181818182,central
PH083733000,2264,0.492897186,4593.25,190,8.119848897,0.4959,0.980335837,0.356827221,1.181818182,central
PH083735000,2063,0.480857759,4290.25,190,9.187990728,0.3154,0.918087121,0.35250947,1.181818182,central
PH083736000,2501,0.334996484,7465.75,189.6395658,10.52269689,0.3869,0.938349141,0.376441938,1.181818182,central
PH083738000,14132,0.262883026,53757.75,190,2.948308129,0.2569,0.915814463,0.519237006,1.181818182,central
PH083739000,13481,0.769771027,17513,184.7933366,20.62055611,0.179,0.952607244,0.492043121,1.181818182,central
PH083740000,7165,0.493219522,14527,190,4.335420414,0.2773,0.960538179,0.428868408,1.181818182,central
PH083741000,3355,0.745472725,4500.5,190,15.21849162,0.495,0.950982659,0.264971098,1.181818182,central
PH083742000,2960,0.374198034,7910.249999,133.2367802,38.09076892,0.4712,0.913751431,0.289148963,1.181818182,central
PH083743000,2323,0.478475798,4855,137.7291994,35.83094914,0.4636,0.769679981,0.416024293,1.181818182,central
PH083744000,2082,0.407456333,5109.75,181.1709137,22.39105836,0.4387,0.95190678,0.261440678,1.181818182,central
PH083745000,4224,0.494107326,8548.75,163.366773,27.00396031,0.4634,0.856828463,0.260662349,1.181818182,central
PH083746000,1301,0.464476973,2801,190,7.072392028,0.4542,0.9592646,0.589401586,1.181818182,central
PH083747000,12270,0.202735358,60522.25,147.181122,32.54915358,0.0975,0.967238595,0.532145092,1.181818182,central
PH083748000,6670,0.484905763,13755.25,190,12.85228747,0.2888,0.942773788,0.404637248,1.181818182,central
PH083749000,2397,0.457050243,5244.5,190,8.17397121,0.2065,0.974950298,0.388712242,1.181818182,central
PH083750000,1247,0.657700422,1896,162.1820813,26.82835771,0.2277,0.940880503,0.66163522,1.181818182,central
PH083751000,5136,0.490415602,10472.75,189.2546295,15.95864339,0.4476,0.969505783,0.365096053,1.181818182,central
PH086002000,1161,0.08370584,13870,112.839568,49.38826582,0.3479,0.867538644,0.266893765,1.4,central
PH086006000,658,0.061382028,10719.75,96.37883455,68.04251434,0.5269,0.634242144,0.349930684,1.4,central
PH086010000,2272,0.535785874,4240.5,153.8663986,30.59425159,0.3717,0.933551472,0.230052857,1.4,central
PH086017000,1155,0.111081724,10397.75,109.6945012,51.18019267,0.4817,0.578500227,0.234594472,1.4,central
PH086019000,248,0.12312275,2014.25,103.9005131,56.28259069,0.4543,0.554224086,0.288196525,1.4,central
PH086416000,135,0.042270059,3193.75,111.6038095,46.52429574,0.3111,0.92118863,0.51744186,1,central
PH087801000,422,0.099581146,4237.75,99.97957516,61.09203135,0.2509,0.919722498,0.549801784,1.25,central
PH087802000,1261,0.298779765,4220.5,114.0170857,48.47853582,0.3265,0.91503268,0.488888889,1.25,central
PH087803000,1177,0.226476814,5197,110.7455244,50.07391045,0.3854,0.854506893,0.515588547,1.25,central
PH087804000,426,0.075652637,5631.000001,104.6386168,56.09208342,0.363,0.873085798,0.508495909,1.25,central
