pcode,N damaged,P damaged,N houses,Wind speed,Distance to typhoon,Poverty incidence,p strong roof,p strong wall,Experience,Region
PH061915000,1,0.000154913,6455.250001,40,166.8142553,0.2973,0.812643302,0.37340321,1.210526316,central
PH063005000,8,0.000967118,8272,40.43372375,141.4511771,0.241,0.648347568,0.436595324,1.228571429,central
PH063014000,189,0.011091549,17040,49.43411545,129.0168751,0.3577,0.726467694,0.41333858,1.228571429,central
PH063019000,12,0.000988753,12136.5,41.58984519,138.2083028,0.2608,0.856666667,0.452350928,1.228571429,central
PH063027000,1,0.000129655,7712.75004,40,172.5570755,0.2832,0.965907629,0.331403576,1.228571429,central
PH072208000,1,4.59E-05,21794.25003,40,186.3207317,0.2004,0.923984674,0.502784163,1.277777778,central
PH072218000,5,0.000417554,11974.50001,40,176.8799861,0.182,0.946831414,0.642155487,1.277777778,central
PH072231000,26,0.001879563,13833,50,113.5624829,0.2388,0.964942756,0.511168995,1.277777778,central
PH072242000,22,0.001594781,13795.00001,41.57802298,144.4851728,0.4934,0.781792855,0.469128726,1.277777778,central
PH072244000,1,0.000139845,7150.749999,53.04381695,116.0941644,0.3983,0.927497395,0.539365977,1.277777778,central
PH072247000,1,0.000113934,8777,40,149.4113734,0.334,0.939876426,0.487761407,1.277777778,central
PH072248000,39,0.003998667,9753.250001,44.42542945,131.5094038,0.3477,0.945540399,0.385834208,1.277777778,central
PH082608000,22,0.006612564,3327,67.55252148,81.72217452,0.481,0.952009972,0.256777812,1.545454545,central
PH082609000,31,0.00234002,13247.75,55.26806444,121.3332237,0.3651,0.97094431,0.333306439,1.545454545,central
PH082610000,79,0.036859909,2143.25,80.01889014,67.00786402,0.5266,0.94,0.263157895,1.545454545,central
PH082614000,109,0.080636212,1351.75,104.3064644,24.79253732,0.6046,0.734463277,0.108286252,1.545454545,central
PH082616000,8,0.005271829,1517.5,60.76343096,95.0954682,0.4492,0.984282908,0.290111329,1.545454545,central
PH083710000,12,0.000910263,13183.00003,50.78764581,106.8075847,0.3668,0.887645837,0.368500918,1.181818182,central
PH083717000,27,0.003072808,8786.750001,60,91.90286698,0.4617,0.955311268,0.32971101,1.181818182,central
PH083719000,22,0.001387334,15857.75,40,164.2859858,0.3743,0.834296456,0.520988514,1.181818182,central
PH083721000,1,0.000194647,5137.499985,40.02875563,153.2428726,0.3277,0.916326531,0.635306122,1.181818182,central
PH083728000,1,0.00020002,4999.5,50,112.2870643,0.4538,0.911640105,0.304821465,1.181818182,central
PH083731000,1,0.000143766,6955.749998,41.6373926,145.8035509,0.397,0.894728331,0.561610608,1.181818182,central
PH084801000,19,0.00298402,6367.25,89.07151421,31.67720037,0.3507,0.491288566,0.485942318,2.333333333,central
PH084802000,18,0.006118807,2941.75,80,50.54421701,0.5536,0.311229001,0.409814324,2.333333333,central
PH084816000,3,0.001140684,2630,80,39.35038669,0.4346,0.456329735,0.334151129,2.333333333,central
PH084819000,375,0.085416548,4390.250001,80,41.20022747,0.4809,0.527076761,0.321766562,2.333333333,central
PH084821000,29,0.014765784,1964,105.6358625,0.89866727,0.4568,0.525320317,0.409506399,2.333333333,central
PH084823000,54,0.01457785,3704.25,87.61813287,30.28795301,0.4086,0.632907448,0.465109034,2.333333333,central
PH086001000,54,0.02415567,2235.500001,98.79541997,21.20710362,0.4805,0.547106648,0.524128046,1.4,central
PH086011000,172,0.094401756,1822,92.58745668,32.46492551,0.5178,0.53296322,0.081193616,1.4,central
PH086014000,63,0.032436607,1942.25,110.0974884,18.78128069,0.4321,0.650485437,0.055218447,1.4,central
PH086407000,1,4.68E-05,21390.00006,40,189.9107561,0.2938,0.912205914,0.606356572,1,central
PH086418000,4,0.000963391,4151.999999,40,179.8203298,0.4221,0.942951179,0.521667581,1,central
PH087802000,25,0.005923469,4220.5,80,49.73062843,0.3265,0.91503268,0.488888889,1.25,central
PH087807000,9,0.005028635,1789.75,90,33.17922095,0.4175,0.62974112,0.466586394,1.25,central
PH166718000,18,0.013323464,1351,40,226.6895357,0.424,0.601351351,0.29222973,1.181818182,minandao
PH166721000,29,0.013169846,2202,40,219.8830216,0.361,0.659574468,0.449341439,1.181818182,minandao
PH175901000,4,0.000978533,4087.750001,41.11811676,123.2603658,0.3539,0.625750136,0.579650846,2.034482759,central
PH175902000,1,0.000722543,1384,60,54.11352766,0.3065,0.797040169,0.670190275,2.034482759,central
PH175903000,2,0.000365948,5465.25002,60,79.42491306,0.3813,0.620076752,0.484346597,2.034482759,central
PH175904000,7,0.002725061,2568.75,50.45347454,89.35389315,0.3546,0.6046107,0.485863419,2.034482759,central
PH175906000,1,0.000388992,2570.749996,60,68.82758786,0.4742,0.321443048,0.462910418,2.034482759,central
PH175910000,3,0.000309613,9689.499997,57.04561655,91.03766982,0.2689,0.707295174,0.610325477,2.034482759,central
PH175916000,2,0.001148765,1741.000001,40,122.9907634,0.3067,0.655777374,0.433151845,2.034482759,central
PH012801000,1,0.002232143,448.0000001,120,31.47291694,0.1791,0.97323601,0.610705596,3.262295082,north luzon
PH012802000,53,0.006580785,8053.75,110,0.348974368,0.1141,0.994298302,0.91136452,3.262295082,north luzon
PH012803000,137,0.017332996,7903.999999,90,41.42360136,0.1404,0.916422082,0.821383648,3.262295082,north luzon
PH012804000,7,0.001908397,3668,120.5933241,28.00955135,0.1197,0.961233729,0.890209394,3.262295082,north luzon
PH012805000,1,7.25E-05,13800.25,96.94714288,24.8703973,0.11,0.977486233,0.866699061,3.262295082,north luzon
PH012806000,1,0.000409123,2444.25,120.8908133,22.77743301,0.1378,0.897959184,0.807823129,3.262295082,north luzon
PH012807000,1,0.002552648,391.75,111.244204,5.382044244,0.1427,0.983552632,0.898026316,3.262295082,north luzon
PH012808000,2,0.000656599,3046,90.52232902,31.20192063,0.1291,0.956734387,0.871331828,3.262295082,north luzon
PH012809000,6,0.000622374,9640.499999,100.0476274,15.16163699,0.1452,0.973433405,0.885513462,3.262295082,north luzon
PH012810000,2,0.002714625,736.7500002,120,30.41902625,0.2105,0.965765766,0.852252252,3.262295082,north luzon
PH012811000,16,0.00329252,4859.5,94.58351749,29.01008546,0.1576,0.945261253,0.832390862,3.262295082,north luzon
PH012812000,39,0.001403825,27781.25001,105.460477,9.161385124,0.0963,0.98695596,0.927332214,3.262295082,north luzon
PH012813000,2,0.00045002,4444.25,100,21.49817946,0.155,0.960704261,0.87445777,3.262295082,north luzon
PH012814000,156,0.065642752,2376.5,99.07674049,22.24282346,0.1697,0.857703631,0.723748773,3.262295082,north luzon
PH012815000,21,0.003533866,5942.500001,117.6756466,40.18205661,0.1578,0.802100608,0.790860512,3.262295082,north luzon
PH012816000,25,0.004021556,6216.5,98.91831298,23.04283721,0.1124,0.919793966,0.882266372,3.262295082,north luzon
PH012817000,17,0.002346446,7245,112.4852827,11.31713303,0.1275,0.936655799,0.851731098,3.262295082,north luzon
PH012818000,6,0.001116435,5374.249999,109.7951459,3.372091874,0.1397,0.967735306,0.86621455,3.262295082,north luzon
PH012819000,60,0.013872832,4324.999999,90,35.71623177,0.1417,0.946747114,0.809548793,3.262295082,north luzon
PH012820000,1,0.000108885,9184.000002,100,13.44357019,0.1139,0.989676268,0.926076982,3.262295082,north luzon
PH012821000,2,0.000317309,6303,101.2715237,12.32515358,0.1228,0.989810511,0.900250268,3.262295082,north luzon
PH012822000,28,0.004643257,6030.25,105.8449906,9.681665733,0.1333,0.977609108,0.898481973,3.262295082,north luzon
PH012823000,2,0.000248293,8055.000005,115.4512356,13.03001251,0.1343,0.990111892,0.909966172,3.262295082,north luzon
PH012901000,1,0.000597461,1673.75,60,141.3182217,0.2372,0.990508475,0.811525424,2.068965517,north luzon
PH012902000,5,0.002581311,1936.999999,70,109.1613667,0.1872,0.984269663,0.781460674,2.068965517,north luzon
PH012903000,107,0.011978394,8932.750003,80,75.12696313,0.1729,0.991830913,0.925829876,2.068965517,north luzon
PH012904000,1,0.000327225,3056,76.70738589,101.3333282,0.1786,0.983941606,0.72810219,2.068965517,north luzon
PH012905000,192,0.020479454,9375.25,82.42275363,53.97834858,0.1868,0.962376488,0.820116544,2.068965517,north luzon
PH012906000,94,0.006202266,15155.75,70.19895447,115.701376,0.1634,0.987699419,0.82339347,2.068965517,north luzon
PH012907000,1,0.0002014,4965.250001,80,84.10748723,0.1476,0.979157017,0.873552571,2.068965517,north luzon
PH012908000,6,0.001394457,4302.750003,67.49864946,126.0735824,0.2228,0.962408063,0.697085263,2.068965517,north luzon
PH012909000,7,0.002605136,2686.999999,70,114.1336228,0.1866,0.989191526,0.732382188,2.068965517,north luzon
PH012910000,1,0.000820513,1218.75,70,113.6386299,0.193,0.996685083,0.686187845,2.068965517,north luzon
PH012911000,4,0.003443082,1161.75,70.00097826,106.2066991,0.1835,0.989959839,0.763052209,2.068965517,north luzon
PH012912000,51,0.006625097,7698.000002,80.14880991,66.52665394,0.1847,0.904270165,0.762210438,2.068965517,north luzon
PH012913000,250,0.190150219,1314.75,80,86.93323973,0.1741,0.98392555,0.77072758,2.068965517,north luzon
PH012914000,236,0.02145162,11001.5,80,88.36288813,0.1682,0.969390942,0.847683498,2.068965517,north luzon
PH012915000,30,0.013997434,2143.25,70,112.4324015,0.2174,0.985745614,0.743421053,2.068965517,north luzon
PH012916000,11,0.003897945,2822,70,119.6185548,0.1898,0.987924528,0.74,2.068965517,north luzon
PH012917000,1,0.00054003,1851.75,72.76003616,104.8981157,0.2168,0.992810458,0.505882353,2.068965517,north luzon
PH012918000,29,0.01389388,2087.25,79.01687257,102.8404402,0.1576,0.989915074,0.811571125,2.068965517,north luzon
PH012919000,2,0.001027353,1946.75,80,74.93763426,0.1608,0.975250442,0.930465527,2.068965517,north luzon
PH012920000,831,0.125856651,6602.749999,80.34545619,60.29264645,0.1612,0.97057389,0.828158023,2.068965517,north luzon
PH012921000,21,0.006584104,3189.5,80,77.29370071,0.1382,0.976095618,0.921405288,2.068965517,north luzon
PH012922000,23,0.005997392,3835,80,83.60938057,0.1476,0.985932005,0.934642438,2.068965517,north luzon
PH012923000,318,0.091215489,3486.25,80,80.38504551,0.1462,0.983725136,0.933453888,2.068965517,north luzon
PH012924000,1,0.000100331,9966.999928,68.31244764,128.8605496,0.1878,0.957066998,0.757315558,2.068965517,north luzon
PH012925000,3,0.000472404,6350.499999,70,122.3078863,0.1934,0.903192407,0.819499569,2.068965517,north luzon
PH012926000,185,0.024405528,7580.250001,79.97596716,96.65548173,0.1506,0.977286402,0.85454272,2.068965517,north luzon
PH012927000,1,0.000213231,4689.75,75.9058042,108.2265628,0.179,0.966239814,0.820023283,2.068965517,north luzon
PH012928000,9,0.001286863,6993.750001,80,71.74919087,0.1617,0.961389961,0.898532819,2.068965517,north luzon
PH012929000,1,0.001461454,684.2500001,69.75715112,123.6779443,0.2301,0.998050682,0.471734893,2.068965517,north luzon
PH012930000,27,0.004212168,6409.999999,89.56105716,47.05621311,0.1779,0.935967302,0.812159401,2.068965517,north luzon
PH012931000,1,0.00087241,1146.25,60,153.7197794,0.2143,0.896348645,0.613663133,2.068965517,north luzon
PH012932000,2,0.000698934,2861.500001,60.77911729,133.5984696,0.1974,0.963956748,0.697637165,2.068965517,north luzon
PH012933000,302,0.030755913,9819.25,60.00570357,141.7461614,0.188,0.974446538,0.787329251,2.068965517,north luzon
PH012934000,156,0.011581507,13469.75,80,81.37157444,0.1331,0.983882586,0.914190528,2.068965517,north luzon
PH013301000,7,0.000439616,15922.99988,50,207.7563193,0.1085,0.985153685,0.832065055,3.210526316,north luzon
PH013302000,1,8.43E-05,11864.50001,50,197.8721912,0.1278,0.980039544,0.717634874,3.210526316,north luzon
PH013303000,1,9.51E-05,10519.50026,58.27826295,165.2096722,0.0999,0.981118448,0.817787866,3.210526316,north luzon
PH013304000,28,0.008323424,3364.000001,50,174.596169,0.1621,0.996291301,0.495616993,3.210526316,north luzon
PH013305000,1,0.000102072,9796.999976,60,157.7523585,0.1181,0.985052317,0.804530298,3.210526316,north luzon
PH013306000,4,0.0004451,8986.749999,60,148.9236925,0.1209,0.97889355,0.791426324,3.210526316,north luzon
PH013307000,2,0.000106621,18758.00002,50.44368849,189.8187842,0.1043,0.979791277,0.77468782,3.210526316,north luzon
PH013308000,4,0.001983389,2016.750001,50,182.6678629,0.1341,0.986262164,0.637092158,3.210526316,north luzon
PH013309000,1,0.000181496,5509.749943,50,195.9383672,0.1148,0.987771203,0.690927022,3.210526316,north luzon
PH013310000,1,0.000111726,8950.500154,60,155.3960235,0.1057,0.972890463,0.833801441,3.210526316,north luzon
PH013311000,1,7.38E-05,13555.24994,50,185.5741016,0.1091,0.980293077,0.773370389,3.210526316,north luzon
PH013312000,1,0.000203149,4922.500036,50,204.3838708,0.1238,0.97952611,0.825626869,3.210526316,north luzon
PH013313000,1,7.21E-05,13864.49989,50,212.2832672,0.1226,0.984011991,0.801065867,3.210526316,north luzon
PH013314000,1,3.28E-05,30453.00211,50.17524251,179.6224746,0.0876,0.994948409,0.835053024,3.210526316,north luzon
PH013316000,3,0.000322685,9296.999999,50.00023519,172.81985,0.1067,0.977428504,0.768967147,3.210526316,north luzon
PH013317000,1,0.000102323,9773.000084,50,211.967357,0.1136,0.975597732,0.744515652,3.210526316,north luzon
PH013318000,1,0.000320616,3118.999999,60,159.4973728,0.1452,0.979856115,0.577338129,3.210526316,north luzon
PH013319000,1,0.000234522,4264.000005,60,149.7713592,0.1137,0.965407131,0.754390633,3.210526316,north luzon
PH013320000,1,0.000139232,7182.249988,50,203.6464568,0.1273,0.97002511,0.781073446,3.210526316,north luzon
PH015501000,1,0.000142592,7012.999928,40.09144601,254.6830731,0.1297,0.833308054,0.598058547,2.568181818,north luzon
PH015503000,1,4.46E-05,22427.00067,40.94521318,242.2119885,0.1206,0.916740644,0.729565624,2.568181818,north luzon
PH015504000,1,9.22E-05,10850.50018,40,250.7708219,0.1147,0.950363076,0.765635876,2.568181818,north luzon
PH015507000,1,0.000128593,7776.499969,40,238.4695388,0.1169,0.945581193,0.763314468,2.568181818,north luzon
PH015508000,1,7.95E-05,12576.4997,40.62793501,241.6678409,0.124,0.885807771,0.644417178,2.568181818,north luzon
PH015510000,1,0.000123812,8076.750126,40,255.5673146,0.1246,0.948089822,0.749271137,2.568181818,north luzon
PH015512000,1,7.33E-05,13638.75042,49.04658781,225.4589569,0.1039,0.960720778,0.813986567,2.568181818,north luzon
PH015514000,1,4.87E-05,20520.99945,46.47193951,229.3129787,0.1464,0.918921992,0.642463496,2.568181818,north luzon
PH015515000,1,5.94E-05,16836.99958,40,257.1438769,0.1457,0.841227578,0.715536565,2.568181818,north luzon
PH015517000,1,4.20E-05,23788.49931,40,242.0327333,0.1185,0.955146101,0.80422247,2.568181818,north luzon
PH015518000,1,2.34E-05,42817.75053,47.86569763,236.4983618,0.1091,0.953785039,0.73349558,2.568181818,north luzon
PH015520000,1,0.000162707,6146.000076,40,269.9785094,0.1289,0.775787966,0.614792264,2.568181818,north luzon
PH015522000,1,3.87E-05,25819.50129,43.39545343,246.9660335,0.1124,0.833372592,0.709347775,2.568181818,north luzon
PH015525000,1,5.76E-05,17374.25039,41.01271132,232.1726113,0.128,0.958501402,0.775712431,2.568181818,north luzon
PH015526000,1,3.76E-05,26582.75024,43.42639695,233.3601612,0.1208,0.93445668,0.814603512,2.568181818,north luzon
PH015529000,1,0.000164616,6074.749919,50,216.8695098,0.1156,0.923901582,0.799297012,2.568181818,north luzon
PH015531000,1,6.34E-05,15770.25016,40,242.8841507,0.1173,0.972084929,0.827079708,2.568181818,north luzon
PH015533000,1,4.82E-05,20756.24981,49.99905141,223.3724145,0.1158,0.938382136,0.722236849,2.568181818,north luzon
PH015538000,1,4.88E-05,20503.0001,40,239.6102229,0.1255,0.96044608,0.797868834,2.568181818,north luzon
PH015540000,1,0.000266276,3755.499977,40,245.7187612,0.1064,0.979616307,0.859796285,2.568181818,north luzon
PH015541000,1,8.42E-05,11879.50029,50,215.8783789,0.1176,0.960406381,0.838207368,2.568181818,north luzon
PH015542000,1,0.000117134,8537.250178,42.55164755,245.5110133,0.1372,0.860890709,0.627990278,2.568181818,north luzon
PH015543000,1,9.27E-05,10787.25029,50,223.8446996,0.1011,0.951509607,0.786520281,2.568181818,north luzon
PH015545000,1,7.97E-05,12542.50026,40,259.4162232,0.156,0.90343636,0.695814936,2.568181818,north luzon
PH015546000,1,3.01E-05,33235.00204,40,235.816739,0.112,0.960972316,0.809956126,2.568181818,north luzon
PH015547000,1,6.42E-05,15583.25028,40,241.8790836,0.1119,0.946550523,0.801881533,2.568181818,north luzon
PH015548000,1,0.000126996,7874.250115,44.04041901,229.1920827,0.1136,0.959731544,0.831003634,2.568181818,north luzon
PH021501000,108,0.013293535,8124.25,110.3432854,46.89461906,0.2094,0.820338983,0.742915254,3.216216216,north luzon
PH021502000,516,0.053082324,9720.749999,120.4129087,7.944563905,0.1888,0.973043763,0.708392448,3.216216216,north luzon
PH021503000,134,0.015966161,8392.75,123.6847014,32.25673725,0.1803,0.913735899,0.535899137,3.216216216,north luzon
PH021504000,197,0.016464689,11965,116.5123671,2.073280807,0.2519,0.944695685,0.603805576,3.216216216,north luzon
PH021505000,120,0.007311612,16412.25,100.9050611,65.3004997,0.2185,0.874719711,0.702278481,3.216216216,north luzon
PH021506000,867,0.041893165,20695.5,129.3269608,19.45863577,0.2196,0.96504512,0.610154548,3.216216216,north luzon
PH021507000,158,0.018426193,8574.750001,111.6116923,45.95110142,0.1791,0.808227769,0.688197667,3.216216216,north luzon
PH021508000,208,0.027572494,7543.75,110.6654076,46.77818878,0.1859,0.811332038,0.696666168,3.216216216,north luzon
PH021509000,1,0.000239492,4175.500024,70.61975385,136.7899083,0.4737,0.551635334,0.393767705,3.216216216,north luzon
PH021510000,1,0.000160494,6230.749903,110.0505177,45.29686723,0.1706,0.960245216,0.697009103,3.216216216,north luzon
PH021511000,1,0.000133685,7480.250083,105.1028061,51.09310393,0.1458,0.801322599,0.822886717,3.216216216,north luzon
PH021512000,1361,0.151922755,8958.5,100.0567891,29.50991608,0.1969,0.89080536,0.81438238,3.216216216,north luzon
PH021513000,1,7.06E-05,14165.24996,124.9266882,29.62777624,0.1671,0.955766319,0.713283927,3.216216216,north luzon
PH021514000,1,0.000102849,9722.999995,97.94957534,59.06641062,0.1337,0.951176471,0.792401788,3.216216216,north luzon
PH021515000,1063,0.152609289,6965.5,116.8997278,6.651224568,0.1428,0.961285008,0.800823723,3.216216216,north luzon
PH021516000,125,0.01123444,11126.5,117.2554855,39.28090576,0.1554,0.962732919,0.69328601,3.216216216,north luzon
PH021517000,184,0.018806695,9783.749999,120.6773992,17.81720956,0.1363,0.971338298,0.68788084,3.216216216,north luzon
PH021518000,63,0.010679776,5899,107.7257255,47.89901074,0.2671,0.719156484,0.623571147,3.216216216,north luzon
PH021519000,1025,0.084389923,12146,119.9293951,5.582532981,0.2006,0.966857036,0.701713323,3.216216216,north luzon
PH021520000,227,0.038479468,5899.25,110,12.477302,0.1559,0.933816863,0.689392566,3.216216216,north luzon
PH021521000,252,0.056018673,4498.5,113.0459453,3.185256399,0.1879,0.802876271,0.500371932,3.216216216,north luzon
PH021522000,38,0.006193717,6135.250001,101.703195,52.68671998,0.1723,0.779048981,0.813728995,3.216216216,north luzon
PH021523000,1,0.000121558,8226.499892,80.00605357,77.44942519,0.2062,0.881233001,0.70995727,3.216216216,north luzon
PH021524000,1,0.000962927,1038.499999,112.6229174,42.96138287,0.1748,0.691836735,0.717346939,3.216216216,north luzon
PH021525000,61,0.012816472,4759.500001,109.0865983,47.45198474,0.1615,0.921298459,0.748248482,3.216216216,north luzon
PH021526000,1202,0.176641317,6804.75,116.5165431,2.513255016,0.2208,0.943451919,0.529119428,3.216216216,north luzon
PH021527000,1,4.85E-05,20625.4992,106.3930919,19.40614204,0.2272,0.882650317,0.714155104,3.216216216,north luzon
PH021528000,1,6.50E-05,15383.75034,102.1269098,22.91680896,0.1793,0.935514847,0.72872969,3.216216216,north luzon
PH021529000,6571,0.171229039,38375.5,107.5091214,21.09271556,0.0926,0.980014691,0.904786681,3.216216216,north luzon
PH023101000,24,0.001342582,17875.99999,70,106.470246,0.1519,0.975420516,0.797548555,1.716981132,north luzon
PH023102000,1,9.29E-05,10765.24995,70,105.4733151,0.1756,0.946918853,0.74201749,1.716981132,north luzon
PH023103000,16,0.001827684,8754.250001,79.9722068,90.11592908,0.1308,0.970944023,0.836613706,1.716981132,north luzon
PH023104000,29,0.003915744,7406,76.6902153,86.68188148,0.2361,0.967629046,0.641149023,1.716981132,north luzon
PH023105000,73,0.012277161,5946.000001,80,79.0962537,0.1401,0.947461213,0.811882934,1.716981132,north luzon
PH023106000,1403,0.111850759,12543.5,93.95045539,39.54978343,0.1931,0.951043989,0.781978512,1.716981132,north luzon
PH023107000,27,0.002740213,9853.25,75.83317838,94.57919166,0.1415,0.965887695,0.88313413,1.716981132,north luzon
PH023108000,122,0.003767671,32380.75,72.9758099,94.57368183,0.173,0.967949142,0.805111398,1.716981132,north luzon
PH023109000,34,0.003168243,10731.5,66.75135558,124.8617118,0.1859,0.922837101,0.786925175,1.716981132,north luzon
PH023110000,1,0.000799201,1251.249999,72.1662436,98.19183133,0.2581,0.81366965,0.516680228,1.716981132,north luzon
PH023111000,236,0.165992615,1421.75,98.78581332,38.69316587,0.4572,0.841812401,0.312698413,1.716981132,north luzon
PH023113000,104,0.013911182,7476.000001,80,74.75317148,0.1619,0.950045005,0.843834383,1.716981132,north luzon
PH023114000,923,0.025362717,36392.00001,84.96160376,58.70718497,0.1786,0.976683097,0.839968129,1.716981132,north luzon
PH023115000,1,8.76E-05,11416.49995,60.47422679,128.9809063,0.1257,0.948117234,0.733851845,1.716981132,north luzon
PH023116000,77,0.01593708,4831.5,80,88.93064185,0.1041,0.982166741,0.889210878,1.716981132,north luzon
PH023117000,409,0.384669645,1063.25,108.5549249,25.14797645,0.2926,0.91657754,0.360427807,1.716981132,north luzon
PH023118000,1243,0.186818967,6653.5,85.81859757,56.81082569,0.1632,0.926609704,0.825755264,1.716981132,north luzon
PH023119000,24,0.003151778,7614.75,80,67.37848262,0.1865,0.860701107,0.722588297,1.716981132,north luzon
PH023120000,10,0.00125384,7975.5,80,82.08000883,0.1924,0.924510207,0.744211536,1.716981132,north luzon
PH023121000,1,0.00023175,4315.000006,86.74521185,59.02940381,0.486,0.784965951,0.292037716,1.716981132,north luzon
PH023122000,455,0.070378964,6465,84.17628552,57.31170465,0.242,0.820783646,0.690054496,1.716981132,north luzon
PH023123000,32,0.005224277,6125.25,80,68.88402575,0.1589,0.900447427,0.82358581,1.716981132,north luzon
PH023124000,12,0.000910695,13176.75003,70,114.7996046,0.1807,0.936579755,0.804907975,1.716981132,north luzon
PH023125000,60,0.008889547,6749.5,80,83.44218671,0.1624,0.960976448,0.855525051,1.716981132,north luzon
PH023126000,90,0.005827789,15443.25,80,76.80811708,0.1562,0.941209763,0.782528801,1.716981132,north luzon
PH023127000,1,0.000174825,5720.000004,60,139.2850646,0.1462,0.981216292,0.831504556,1.716981132,north luzon
PH023128000,1,0.00019802,5050.000001,69.70258189,110.4647554,0.2761,0.942546246,0.464853101,1.716981132,north luzon
PH023129000,17,0.002735208,6215.25,70,115.9301704,0.1463,0.965000902,0.78845807,1.716981132,north luzon
PH023130000,67,0.008402307,7974,80,85.71897315,0.1615,0.925029908,0.764666844,1.716981132,north luzon
PH023131000,1,7.22E-05,13842.50017,78.01785459,79.67592722,0.3061,0.889451904,0.555658705,1.716981132,north luzon
PH023132000,1,6.20E-05,16126.25048,70.20551623,103.4478195,0.1272,0.97648668,0.877874031,1.716981132,north luzon
PH023133000,173,0.027261267,6346.000001,103.7582944,28.30314603,0.2438,0.960567823,0.824921136,1.716981132,north luzon
PH023134000,1087,0.171302498,6345.5,94.68834058,37.14395517,0.3131,0.835260116,0.698389761,1.716981132,north luzon
PH023135000,1,2.97E-05,33707.50007,65.79518916,124.9909768,0.1498,0.96686717,0.8095696,1.716981132,north luzon
PH023136000,567,0.098587264,5751.249999,90,46.81871715,0.2338,0.933102182,0.738527432,1.716981132,north luzon
PH023137000,877,0.051855137,16912.5,90.15885094,47.6782981,0.2034,0.9510833,0.791010631,1.716981132,north luzon
PH025001000,1,0.000262295,3812.5,60,157.3714631,0.3889,0.798302687,0.053748232,3.541666667,north luzon
PH025002000,1,0.000107455,9306.249997,50,190.1012923,0.1192,0.939183625,0.666509822,3.541666667,north luzon
PH025003000,1,0.000112673,8875.250193,60,144.1000095,0.0981,0.955763311,0.802873105,3.541666667,north luzon
PH025004000,4,0.00029944,13358.24997,52.40970413,171.9907989,0.1034,0.964737794,0.749246534,3.541666667,north luzon
PH025005000,4,0.000260112,15377.99998,60,161.0675438,0.0873,0.985386084,0.815453468,3.541666667,north luzon
PH025006000,1,0.000220726,4530.499983,61.16465591,136.1374043,0.1652,0.880254488,0.580740404,3.541666667,north luzon
PH025007000,1,0.000145381,6878.499996,50,185.8550104,0.1455,0.945732909,0.622252539,3.541666667,north luzon
PH025008000,1,0.000209304,4777.750056,50,196.7159937,0.1702,0.926236749,0.557199647,3.541666667,north luzon
PH025009000,1,0.000106087,9426.25008,53.37827343,169.2666223,0.2275,0.950445633,0.364943553,3.541666667,north luzon
PH025010000,3,0.00050603,5928.5,52.84845229,177.0513906,0.3292,0.86928934,0.16044235,3.541666667,north luzon
PH025011000,1,0.00018997,5263.999996,60,155.2426425,0.2103,0.951393126,0.583079113,3.541666667,north luzon
PH025012000,1,0.000247219,4044.999978,50,200.2788563,0.2365,0.961838216,0.509809191,3.541666667,north luzon
PH025013000,2,0.000134415,14879.25002,60,152.6752879,0.0949,0.979259648,0.819375164,3.541666667,north luzon
PH025014000,1,0.000216134,4626.750013,60,147.2364103,0.0959,0.967109709,0.73327326,3.541666667,north luzon
PH025015000,1,0.000503778,1984.99999,49.90797032,213.328061,0.3346,0.835109366,0.458777342,3.541666667,north luzon
PH025701000,1,0.000143952,6946.750001,58.64049721,151.4569558,0.1818,0.936391437,0.634556575,3,north luzon
PH025702000,1,0.000130796,7645.500002,60,151.7092616,0.1519,0.963353855,0.655672823,3,north luzon
PH025703000,1,7.61E-05,13142.24996,60,141.9166545,0.1576,0.937013739,0.689004716,3,north luzon
PH025704000,1,0.000103899,9624.750052,58.13840744,150.4844441,0.1374,0.970135747,0.682311694,3,north luzon
PH025705000,1,0.000248911,4017.499999,60,137.8167084,0.1262,0.940185976,0.776074391,3,north luzon
PH025706000,1,0.000170329,5871.000001,50,182.9625322,0.262,0.948251176,0.398078103,3,north luzon
PH031407000,1,3.68E-05,27189.25133,40,338.7229616,0.0522,0.988682363,0.946653454,1.909090909,metro luzon
PH031421000,1,2.60E-05,38470.49765,40,300.8343146,0.1256,0.942830004,0.817782917,1.909090909,metro luzon
PH034902000,1,6.23E-05,16043.25004,40,243.1681416,0.1649,0.929656383,0.808016735,1.551724138,north luzon
PH034903000,1,1.32E-05,75557.74841,40,269.034112,0.106,0.967244701,0.854091411,1.551724138,north luzon
PH034908000,1,3.63E-05,27575.75093,40,289.9651929,0.1246,0.950238221,0.830879362,1.551724138,metro luzon
PH034914000,1,0.000141573,7063.499982,40,273.0074744,0.1633,0.88374647,0.722936931,1.551724138,north luzon
PH034919000,1,9.75E-05,10260.25022,40,264.5538545,0.1694,0.852262931,0.723599138,1.551724138,north luzon
PH034920000,1,0.000133667,7481.250117,45.07309197,228.5530145,0.1948,0.878500082,0.669887015,1.551724138,north luzon
PH034922000,1,9.85E-05,10147.99995,40,267.1901777,0.2408,0.915579595,0.786402626,1.551724138,north luzon
PH034925000,1,7.75E-05,12903.00021,40,295.0161937,0.1256,0.969549438,0.862358557,1.551724138,metro luzon
PH034932000,1,8.10E-05,12346.74983,40,281.1916272,0.1824,0.921584699,0.799763249,1.551724138,north luzon
